frame_idx,cam_idx,class_id,class_name,confidence
140,0,43,campbells_chicken_noodle_soup,0.47925445437431335
140,0,39,crystal_hot_sauce,0.1529533565044403
140,1,21,dr_pepper,0.052746597677469254
140,3,39,crystal_hot_sauce,0.9223783612251282
140,3,21,dr_pepper,0.14845715463161469
140,4,21,dr_pepper,0.9274307489395142
140,4,43,campbells_chicken_noodle_soup,0.5715190768241882
140,4,39,crystal_hot_sauce,0.5593108534812927
140,4,15,redbull,0.1946159303188324
150,0,15,redbull,0.9020414352416992
150,0,43,campbells_chicken_noodle_soup,0.5506663918495178
150,0,39,crystal_hot_sauce,0.18348859250545502
150,1,21,dr_pepper,0.06124413013458252
150,2,39,crystal_hot_sauce,0.1023937463760376
150,3,39,crystal_hot_sauce,0.9234938621520996
150,3,21,dr_pepper,0.11754988133907318
150,4,21,dr_pepper,0.9277506470680237
150,4,43,campbells_chicken_noodle_soup,0.4107079803943634
150,4,39,crystal_hot_sauce,0.2298012375831604
150,4,15,redbull,0.15582644939422607
160,0,15,redbull,0.9190016984939575
160,0,43,campbells_chicken_noodle_soup,0.4544094502925873
160,0,39,crystal_hot_sauce,0.1379859447479248
160,1,21,dr_pepper,0.10849316418170929
160,2,39,crystal_hot_sauce,0.20149491727352142
160,3,39,crystal_hot_sauce,0.9132733345031738
160,3,21,dr_pepper,0.08283644169569016
160,4,21,dr_pepper,0.9258522391319275
160,4,39,crystal_hot_sauce,0.3666422963142395
160,4,15,redbull,0.18075375258922577
160,4,43,campbells_chicken_noodle_soup,0.17043529450893402
170,0,15,redbull,0.9101465344429016
170,0,43,campbells_chicken_noodle_soup,0.21525192260742188
170,0,39,crystal_hot_sauce,0.1585438847541809
170,1,21,dr_pepper,0.0674750953912735
170,2,39,crystal_hot_sauce,0.12104830890893936
170,3,39,crystal_hot_sauce,0.9183682203292847
170,3,21,dr_pepper,0.08985955268144608
170,4,21,dr_pepper,0.925006091594696
170,4,15,redbull,0.14830127358436584
170,4,43,campbells_chicken_noodle_soup,0.10480106621980667
180,0,15,redbull,0.9006702303886414
180,0,43,campbells_chicken_noodle_soup,0.3161018490791321
180,0,39,crystal_hot_sauce,0.1563025265932083
180,1,21,dr_pepper,0.06594803184270859
180,2,39,crystal_hot_sauce,0.0718616396188736
180,3,39,crystal_hot_sauce,0.9227712750434875
180,3,21,dr_pepper,0.07449117302894592
180,4,21,dr_pepper,0.9292944669723511
180,4,39,crystal_hot_sauce,0.38724154233932495
180,4,43,campbells_chicken_noodle_soup,0.27751967310905457
180,4,15,redbull,0.16714079678058624
190,0,15,redbull,0.9221749305725098
190,0,43,campbells_chicken_noodle_soup,0.4396410286426544
190,0,39,crystal_hot_sauce,0.11477858573198318
190,1,21,dr_pepper,0.07204928249120712
190,2,39,crystal_hot_sauce,0.06925977021455765
190,3,39,crystal_hot_sauce,0.9230260848999023
190,3,21,dr_pepper,0.09842223674058914
190,4,21,dr_pepper,0.9293615818023682
190,4,43,campbells_chicken_noodle_soup,0.47378218173980713
190,4,39,crystal_hot_sauce,0.46858617663383484
190,4,15,redbull,0.15966324508190155
200,0,15,redbull,0.9150103330612183
200,0,43,campbells_chicken_noodle_soup,0.30398425459861755
200,0,39,crystal_hot_sauce,0.16390226781368256
200,1,21,dr_pepper,0.07565497606992722
200,2,39,crystal_hot_sauce,0.0902026891708374
200,3,39,crystal_hot_sauce,0.9296554923057556
200,3,21,dr_pepper,0.06592468172311783
200,4,21,dr_pepper,0.9278881549835205
200,4,43,campbells_chicken_noodle_soup,0.5440078377723694
200,4,15,redbull,0.16776856780052185
210,0,15,redbull,0.9174636602401733
210,0,43,campbells_chicken_noodle_soup,0.3326008915901184
210,0,39,crystal_hot_sauce,0.1110302060842514
210,1,21,dr_pepper,0.05026010423898697
210,3,39,crystal_hot_sauce,0.9234747290611267
210,3,21,dr_pepper,0.15959660708904266
210,4,21,dr_pepper,0.9308531880378723
210,4,43,campbells_chicken_noodle_soup,0.31164678931236267
210,4,39,crystal_hot_sauce,0.27288463711738586
210,4,15,redbull,0.15895281732082367
220,0,15,redbull,0.9241741895675659
220,0,43,campbells_chicken_noodle_soup,0.2527358829975128
220,0,39,crystal_hot_sauce,0.15490563213825226
220,1,21,dr_pepper,0.06463585048913956
220,2,39,crystal_hot_sauce,0.06410226225852966
220,3,39,crystal_hot_sauce,0.9236117005348206
220,3,21,dr_pepper,0.10898012667894363
220,4,21,dr_pepper,0.9301217198371887
220,4,43,campbells_chicken_noodle_soup,0.30499574542045593
220,4,15,redbull,0.17023581266403198
220,4,39,crystal_hot_sauce,0.05231396108865738
230,0,15,redbull,0.8849000334739685
230,0,43,campbells_chicken_noodle_soup,0.3873763084411621
230,0,39,crystal_hot_sauce,0.20788583159446716
230,1,21,dr_pepper,0.08751551806926727
230,2,39,crystal_hot_sauce,0.08358631283044815
230,3,39,crystal_hot_sauce,0.9274130463600159
230,3,21,dr_pepper,0.08459498733282089
230,4,21,dr_pepper,0.9310173988342285
230,4,39,crystal_hot_sauce,0.6443167924880981
230,4,43,campbells_chicken_noodle_soup,0.41146689653396606
230,4,15,redbull,0.14868779480457306
240,0,15,redbull,0.9038785696029663
240,0,43,campbells_chicken_noodle_soup,0.1793595552444458
240,1,21,dr_pepper,0.06957889348268509
240,2,43,campbells_chicken_noodle_soup,0.18474683165550232
240,3,39,crystal_hot_sauce,0.9109045267105103
240,4,21,dr_pepper,0.9313861131668091
240,4,43,campbells_chicken_noodle_soup,0.5456266403198242
240,4,15,redbull,0.14937131106853485
250,0,15,redbull,0.9151756167411804
250,0,43,campbells_chicken_noodle_soup,0.6517964005470276
250,1,21,dr_pepper,0.0753474086523056
250,3,39,crystal_hot_sauce,0.13296903669834137
250,4,21,dr_pepper,0.9293277859687805
250,4,43,campbells_chicken_noodle_soup,0.6888020038604736
250,4,15,redbull,0.156431183218956
260,0,15,redbull,0.926786482334137
260,0,43,campbells_chicken_noodle_soup,0.8051125407218933
260,1,21,dr_pepper,0.05905040353536606
260,3,21,dr_pepper,0.07895435392856598
260,4,21,dr_pepper,0.9297271966934204
260,4,43,campbells_chicken_noodle_soup,0.33749985694885254
260,4,15,redbull,0.1573846936225891
270,0,15,redbull,0.9218959808349609
270,0,43,campbells_chicken_noodle_soup,0.8388674855232239
270,1,21,dr_pepper,0.05182814225554466
270,3,21,dr_pepper,0.08043087273836136
270,4,21,dr_pepper,0.9292633533477783
270,4,43,campbells_chicken_noodle_soup,0.2733834981918335
270,4,15,redbull,0.17482641339302063
280,0,15,redbull,0.9114259481430054
280,0,43,campbells_chicken_noodle_soup,0.7587507367134094
280,1,21,dr_pepper,0.05354512110352516
280,4,21,dr_pepper,0.9292239546775818
280,4,15,redbull,0.1821393072605133
280,4,43,campbells_chicken_noodle_soup,0.17469576001167297
290,0,15,redbull,0.9109790325164795
290,0,43,campbells_chicken_noodle_soup,0.3824533522129059
290,2,43,campbells_chicken_noodle_soup,0.12123562395572662
290,4,21,dr_pepper,0.9309825301170349
290,4,43,campbells_chicken_noodle_soup,0.739364504814148
290,4,15,redbull,0.1898917853832245
300,0,15,redbull,0.9027400612831116
300,0,43,campbells_chicken_noodle_soup,0.2099294662475586
300,1,21,dr_pepper,0.116122767329216
300,4,21,dr_pepper,0.9282016158103943
300,4,43,campbells_chicken_noodle_soup,0.6651883721351624
300,4,15,redbull,0.16673415899276733
310,0,15,redbull,0.9072447419166565
310,1,21,dr_pepper,0.09577924758195877
310,3,43,campbells_chicken_noodle_soup,0.1854955404996872
310,4,21,dr_pepper,0.9283191561698914
310,4,15,redbull,0.19506913423538208
320,0,15,redbull,0.9226668477058411
320,1,15,redbull,0.06003929302096367
320,1,21,dr_pepper,0.05179977789521217
320,4,21,dr_pepper,0.9282107949256897
320,4,15,redbull,0.16683538258075714
330,0,15,redbull,0.9157800674438477
330,1,15,redbull,0.07642436772584915
330,4,21,dr_pepper,0.9273914098739624
330,4,15,redbull,0.1932075321674347
340,0,15,redbull,0.9314083456993103
340,1,21,dr_pepper,0.12212167680263519
340,4,21,dr_pepper,0.9315555691719055
340,4,15,redbull,0.20354318618774414
350,0,15,redbull,0.9090073704719543
350,1,21,dr_pepper,0.12212540954351425
350,4,21,dr_pepper,0.9311574101448059
350,4,15,redbull,0.1930113434791565
360,0,15,redbull,0.9125910401344299
360,1,15,redbull,0.07444167882204056
360,4,21,dr_pepper,0.930957555770874
360,4,15,redbull,0.16801361739635468
370,0,15,redbull,0.9013091921806335
370,1,15,redbull,0.12082429230213165
370,1,21,dr_pepper,0.05009957775473595
370,4,21,dr_pepper,0.9297290444374084
370,4,15,redbull,0.15688835084438324
380,0,15,redbull,0.9140141010284424
380,1,21,dr_pepper,0.05446393042802811
380,4,21,dr_pepper,0.9246953725814819
380,4,15,redbull,0.19693441689014435
390,0,15,redbull,0.9097203016281128
390,4,21,dr_pepper,0.9291548132896423
390,4,15,redbull,0.1556350588798523
400,0,15,redbull,0.9014574289321899
400,1,21,dr_pepper,0.0768151506781578
400,1,15,redbull,0.050047051161527634
400,4,21,dr_pepper,0.9291882514953613
400,4,15,redbull,0.17837318778038025
410,0,15,redbull,0.882122278213501
410,0,15,redbull,0.06238941103219986
410,4,21,dr_pepper,0.9217514991760254
410,4,15,redbull,0.1705651432275772
420,0,15,redbull,0.9222242832183838
420,1,21,dr_pepper,0.6741916537284851
420,4,21,dr_pepper,0.927821159362793
420,4,15,redbull,0.1657439023256302
430,0,15,redbull,0.9175930619239807
430,1,21,dr_pepper,0.5810955762863159
430,1,15,redbull,0.055289026349782944
430,3,15,redbull,0.05036420747637749
430,4,21,dr_pepper,0.924137532711029
430,4,15,redbull,0.17159105837345123
440,0,15,redbull,0.9287316799163818
440,1,21,dr_pepper,0.7883144617080688
440,3,15,redbull,0.054866909980773926
440,4,21,dr_pepper,0.9301950931549072
440,4,15,redbull,0.17703919112682343
450,0,15,redbull,0.9345837831497192
450,1,21,dr_pepper,0.8345491290092468
450,1,15,redbull,0.05375417694449425
450,3,15,redbull,0.05630482733249664
450,4,21,dr_pepper,0.9297614693641663
450,4,15,redbull,0.17810609936714172
460,0,15,redbull,0.9157143831253052
460,1,21,dr_pepper,0.5630605220794678
460,4,21,dr_pepper,0.9306979179382324
460,4,15,redbull,0.13407768309116364
470,0,15,redbull,0.9341144561767578
470,1,21,dr_pepper,0.751598060131073
470,1,15,redbull,0.09178199619054794
470,3,15,redbull,0.05271701142191887
470,4,21,dr_pepper,0.9291037917137146
470,4,15,redbull,0.1343531459569931
480,0,15,redbull,0.9315160512924194
480,1,21,dr_pepper,0.8224326968193054
480,1,15,redbull,0.12245052307844162
480,3,15,redbull,0.05507722869515419
480,4,21,dr_pepper,0.9257100224494934
480,4,15,redbull,0.167586550116539
490,1,21,dr_pepper,0.7206385135650635
490,1,15,redbull,0.05255607143044472
490,4,21,dr_pepper,0.9272507429122925
490,4,15,redbull,0.18045975267887115
500,1,21,dr_pepper,0.813429594039917
500,3,15,redbull,0.1282651573419571
500,4,21,dr_pepper,0.92916339635849
510,1,21,dr_pepper,0.8248705863952637
510,4,21,dr_pepper,0.9290658235549927
520,1,21,dr_pepper,0.7430398464202881
520,4,21,dr_pepper,0.9275574088096619
530,1,21,dr_pepper,0.8119998574256897
530,4,21,dr_pepper,0.9279229640960693
540,1,21,dr_pepper,0.7631295323371887
540,4,21,dr_pepper,0.9267330169677734
550,1,21,dr_pepper,0.7553551197052002
550,4,21,dr_pepper,0.9279319643974304
560,1,21,dr_pepper,0.8261058926582336
560,4,21,dr_pepper,0.9264117479324341
570,1,21,dr_pepper,0.7658239006996155
570,4,21,dr_pepper,0.9233450889587402
580,1,21,dr_pepper,0.6628164649009705
580,4,21,dr_pepper,0.9249681234359741
590,1,21,dr_pepper,0.6614944338798523
590,4,21,dr_pepper,0.9200924038887024
600,1,21,dr_pepper,0.7555496096611023
600,4,21,dr_pepper,0.9182111620903015
610,1,21,dr_pepper,0.8109934329986572
610,4,21,dr_pepper,0.9186398983001709
620,1,21,dr_pepper,0.7636001110076904
620,4,21,dr_pepper,0.9211361408233643
630,0,21,dr_pepper,0.9490169882774353
630,1,21,dr_pepper,0.8896616101264954
630,4,21,dr_pepper,0.9190526604652405
640,0,21,dr_pepper,0.9498621821403503
640,1,21,dr_pepper,0.8846220970153809
640,4,21,dr_pepper,0.9177998304367065
650,0,21,dr_pepper,0.9494574069976807
650,1,21,dr_pepper,0.872114360332489
650,4,21,dr_pepper,0.916877806186676
660,0,21,dr_pepper,0.9506367444992065
660,1,21,dr_pepper,0.8363863825798035
660,4,21,dr_pepper,0.921748161315918
670,0,21,dr_pepper,0.9389144778251648
670,4,21,dr_pepper,0.9229686260223389
680,0,21,dr_pepper,0.5818536877632141
680,4,21,dr_pepper,0.8603326678276062
1520,4,43,campbells_chicken_noodle_soup,0.18736107647418976
1550,4,43,campbells_chicken_noodle_soup,0.2757931649684906
1610,4,43,campbells_chicken_noodle_soup,0.30164918303489685
1620,4,43,campbells_chicken_noodle_soup,0.19396111369132996
1630,4,43,campbells_chicken_noodle_soup,0.24714142084121704
1690,4,43,campbells_chicken_noodle_soup,0.23226742446422577
1720,4,43,campbells_chicken_noodle_soup,0.37326231598854065
1730,4,43,campbells_chicken_noodle_soup,0.3358902633190155
1740,4,43,campbells_chicken_noodle_soup,0.26708224415779114
3090,4,43,campbells_chicken_noodle_soup,0.2659510374069214
3100,4,43,campbells_chicken_noodle_soup,0.1732904314994812
3120,4,43,campbells_chicken_noodle_soup,0.2751195430755615
3130,4,43,campbells_chicken_noodle_soup,0.21164938807487488
3190,4,43,campbells_chicken_noodle_soup,0.1252048760652542
3240,4,43,campbells_chicken_noodle_soup,0.12119796127080917
3260,4,43,campbells_chicken_noodle_soup,0.1942252665758133
3280,4,43,campbells_chicken_noodle_soup,0.20322494208812714
3300,4,43,campbells_chicken_noodle_soup,0.1845436841249466
3320,4,43,campbells_chicken_noodle_soup,0.13807733356952667
3340,4,43,campbells_chicken_noodle_soup,0.2155366986989975
3350,4,43,campbells_chicken_noodle_soup,0.42904579639434814
3360,4,43,campbells_chicken_noodle_soup,0.14137685298919678
3410,4,43,campbells_chicken_noodle_soup,0.20105916261672974
3430,4,43,campbells_chicken_noodle_soup,0.19416877627372742
3440,4,43,campbells_chicken_noodle_soup,0.185318261384964
3450,4,43,campbells_chicken_noodle_soup,0.11943578720092773
3470,4,43,campbells_chicken_noodle_soup,0.1965792179107666
3480,4,43,campbells_chicken_noodle_soup,0.23260647058486938
3490,4,43,campbells_chicken_noodle_soup,0.24786542356014252
3500,4,43,campbells_chicken_noodle_soup,0.11807876080274582
3520,4,43,campbells_chicken_noodle_soup,0.4734138548374176
