   time cam class                                      conf  margin
   49.0   3 hunts_sauce                               0.609   0.562
   49.0   3 hunts_sauce                               0.352   0.324
   49.0   4 hunts_sauce                               0.930   0.915
   49.2   0 hunts_sauce                               0.671   0.581
   49.2   0 hunts_sauce                               0.573   0.471
   49.2   0 hunts_sauce                               0.506   0.446
   49.2   1 hunts_sauce                               0.661   0.601
   49.2   3 hunts_sauce                               0.843   0.781
   49.2   3 hunts_sauce                               0.582   0.528
   49.2   3 hunts_sauce                               0.489   0.447
   49.2   3 hunts_sauce                               0.424   0.375
   49.2   3 hunts_sauce                               0.404   0.357
   49.2   3 hunts_sauce                               0.371   0.329
   49.2   3 hunts_sauce                               0.351   0.297
   49.2   4 hunts_sauce                               0.928   0.917
   49.4   0 hunts_sauce                               0.627   0.505
   49.4   0 hunts_sauce                               0.479   0.411
   49.4   1 hunts_sauce                               0.589   0.337
   49.4   3 hunts_sauce                               0.631   0.553
   49.4   3 hunts_sauce                               0.584   0.348
   49.4   3 hunts_sauce                               0.565   0.434
   49.4   3 hunts_sauce                               0.417   0.349
   49.4   3 hunts_sauce                               0.413   0.308
   49.4   3 hunts_sauce                               0.381   0.275
   49.4   3 hunts_sauce                               0.366   0.258
   49.6   0 hunts_sauce                               0.468   0.371
   49.6   0 hunts_sauce                               0.384   0.347
   49.6   3 hunts_sauce                               0.725   0.620
   49.6   3 hunts_sauce                               0.636   0.598
   49.6   3 hunts_sauce                               0.553   0.462
   49.6   3 hunts_sauce                               0.500   0.458
   49.6   3 hunts_sauce                               0.464   0.370
   49.6   3 hunts_sauce                               0.423   0.304
   49.6   3 hunts_sauce                               0.421   0.342
   49.6   3 hunts_sauce                               0.408   0.375
   49.6   3 hunts_sauce                               0.394   0.355
   49.6   3 hunts_sauce                               0.383   0.326
   49.8   0 hunts_sauce                               0.561   0.466
   49.8   0 hunts_sauce                               0.418   0.368
   49.8   0 hunts_sauce                               0.379   0.193
   49.8   3 hunts_sauce                               0.723   0.668
   49.8   3 hunts_sauce                               0.710   0.645
   49.8   3 hunts_sauce                               0.661   0.602
   49.8   3 hunts_sauce                               0.626   0.578
   49.8   3 hunts_sauce                               0.611   0.584
   49.8   3 hunts_sauce                               0.606   0.556
   49.8   3 hunts_sauce                               0.572   0.431
   49.8   3 hunts_sauce                               0.532   0.410
   49.8   3 hunts_sauce                               0.515   0.479
   49.8   3 hunts_sauce                               0.498   0.464
   49.8   3 hunts_sauce                               0.460   0.406
   49.8   3 hunts_sauce                               0.398   0.326
   49.8   3 hunts_sauce                               0.397   0.345
   49.8   3 hunts_sauce                               0.364   0.297
   50.0   0 hunts_sauce                               0.589   0.519
   50.0   0 hunts_sauce                               0.472   0.424
   50.0   3 hunts_sauce                               0.494   0.402
   50.0   3 hunts_sauce                               0.488   0.417
   50.0   3 hunts_sauce                               0.480   0.424
   50.0   3 hunts_sauce                               0.426   0.232
   50.0   3 hunts_sauce                               0.417   0.333
   50.0   3 hunts_sauce                               0.413   0.368
   50.0   3 hunts_sauce                               0.408   0.308
   50.0   3 hunts_sauce                               0.386   0.304
   50.0   3 hunts_sauce                               0.366   0.328
   50.2   0 hunts_sauce                               0.631   0.569
   50.2   0 hunts_sauce                               0.576   0.533
   50.2   3 hunts_sauce                               0.574   0.487
   50.2   3 hunts_sauce                               0.471   0.359
   50.2   3 hunts_sauce                               0.406   0.222
   50.2   3 hunts_sauce                               0.362   0.297
   50.4   0 hunts_sauce                               0.974   0.960
   50.4   3 hunts_sauce                               0.826   0.766
   50.4   3 hunts_sauce                               0.624   0.583
   50.4   3 hunts_sauce                               0.553   0.438
   50.4   3 hunts_sauce                               0.499   0.439
   50.4   3 hunts_sauce                               0.480   0.432
   50.4   3 hunts_sauce                               0.393   0.364
   50.4   3 hunts_sauce                               0.355   0.324
   50.6   0 hunts_sauce                               0.978   0.964
   50.6   3 hunts_sauce                               0.827   0.764
   50.6   3 hunts_sauce                               0.672   0.620
   50.6   3 hunts_sauce                               0.647   0.606
   50.6   3 hunts_sauce                               0.606   0.558
   50.6   3 hunts_sauce                               0.509   0.420
   50.6   3 hunts_sauce                               0.455   0.435
   50.6   3 hunts_sauce                               0.385   0.322
   50.6   3 hunts_sauce                               0.370   0.348
   50.8   0 hunts_sauce                               0.976   0.962
   50.8   0 hunts_sauce                               0.368   0.267
   50.8   3 hunts_sauce                               0.858   0.773
   50.8   3 hunts_sauce                               0.543   0.482
   50.8   3 hunts_sauce                               0.519   0.478
   50.8   3 hunts_sauce                               0.499   0.368
   50.8   3 hunts_sauce                               0.449   0.380
   50.8   3 hunts_sauce                               0.438   0.346
   50.8   3 hunts_sauce                               0.382   0.356
   50.8   3 hunts_sauce                               0.381   0.285
   51.0   0 hunts_sauce                               0.975   0.962
   51.0   0 hunts_sauce                               0.367   0.273
   51.0   3 hunts_sauce                               0.835   0.762
   51.0   3 hunts_sauce                               0.672   0.564
   51.0   3 hunts_sauce                               0.641   0.608
   51.0   3 hunts_sauce                               0.479   0.402
   51.0   3 hunts_sauce                               0.453   0.326
   51.0   3 hunts_sauce                               0.369   0.273
   51.2   0 hunts_sauce                               0.972   0.960
   51.2   0 hunts_sauce                               0.359   0.272
   51.2   3 hunts_sauce                               0.841   0.771
   51.2   3 hunts_sauce                               0.700   0.577
   51.2   3 hunts_sauce                               0.622   0.585
   51.2   3 hunts_sauce                               0.618   0.578
   51.2   3 hunts_sauce                               0.433   0.414
   51.2   3 hunts_sauce                               0.353   0.252
   51.4   0 hunts_sauce                               0.972   0.960
   51.4   0 hunts_sauce                               0.357   0.274
   51.4   3 hunts_sauce                               0.829   0.761
   51.4   3 hunts_sauce                               0.677   0.586
   51.4   3 hunts_sauce                               0.585   0.552
   51.4   3 hunts_sauce                               0.485   0.455
   51.4   3 hunts_sauce                               0.414   0.300
   51.4   3 hunts_sauce                               0.387   0.345
   51.4   3 hunts_sauce                               0.385   0.349
   51.6   0 hunts_sauce                               0.973   0.960
   51.6   3 hunts_sauce                               0.835   0.770
   51.6   3 hunts_sauce                               0.660   0.618
   51.6   3 hunts_sauce                               0.568   0.540
   51.6   3 hunts_sauce                               0.567   0.439
   51.6   3 hunts_sauce                               0.551   0.461
   51.6   3 hunts_sauce                               0.475   0.385
   51.6   3 hunts_sauce                               0.421   0.380
   51.6   3 hunts_sauce                               0.379   0.357
   51.8   0 hunts_sauce                               0.976   0.965
   51.8   3 hunts_sauce                               0.801   0.748
   51.8   3 hunts_sauce                               0.741   0.573
   51.8   3 hunts_sauce                               0.682   0.634
   51.8   3 hunts_sauce                               0.619   0.584
   51.8   3 hunts_sauce                               0.564   0.540
   51.8   3 hunts_sauce                               0.455   0.405
   51.8   3 hunts_sauce                               0.451   0.422
   51.8   3 hunts_sauce                               0.451   0.354
   51.8   3 hunts_sauce                               0.409   0.370
   51.8   3 hunts_sauce                               0.406   0.315
   51.8   3 hunts_sauce                               0.364   0.337
   52.0   0 hunts_sauce                               0.974   0.961
   52.0   3 hunts_sauce                               0.812   0.738
   52.0   3 hunts_sauce                               0.691   0.528
   52.0   3 hunts_sauce                               0.615   0.567
   52.0   3 hunts_sauce                               0.435   0.399
   52.0   3 hunts_sauce                               0.432   0.379
   52.0   3 hunts_sauce                               0.408   0.322
   52.0   3 hunts_sauce                               0.359   0.327
   52.2   0 hunts_sauce                               0.979   0.967
   52.2   0 hunts_sauce                               0.606   0.546
   52.2   0 hunts_sauce                               0.492   0.442
   52.2   3 hunts_sauce                               0.771   0.708
   52.2   3 hunts_sauce                               0.645   0.525
   52.2   3 hunts_sauce                               0.521   0.477
   52.2   3 hunts_sauce                               0.508   0.427
   52.2   3 hunts_sauce                               0.461   0.436
   52.2   3 hunts_sauce                               0.451   0.397
   52.2   3 hunts_sauce                               0.371   0.277
   52.2   3 hunts_sauce                               0.368   0.339
   52.2   3 hunts_sauce                               0.358   0.303
   52.4   0 hunts_sauce                               0.974   0.965
   52.4   0 hunts_sauce                               0.428   0.348
   52.4   3 hunts_sauce                               0.582   0.435
   52.4   3 hunts_sauce                               0.486   0.378
   52.4   3 hunts_sauce                               0.466   0.355
   52.4   3 hunts_sauce                               0.406   0.323
   52.4   3 hunts_sauce                               0.366   0.255
   52.6   0 hunts_sauce                               0.976   0.965
   52.8   0 hunts_sauce                               0.975   0.964
   53.0   0 hunts_sauce                               0.978   0.967
   53.2   0 hunts_sauce                               0.977   0.965
   53.4   0 hunts_sauce                               0.978   0.966
   53.6   0 hunts_sauce                               0.977   0.966
   53.8   0 hunts_sauce                               0.978   0.966
   54.0   0 hunts_sauce                               0.978   0.966
   54.2   0 hunts_sauce                               0.976   0.964
   54.4   0 hunts_sauce                               0.975   0.964
   54.6   0 hunts_sauce                               0.979   0.968
   54.8   0 hunts_sauce                               0.976   0.963
   55.0   0 hunts_sauce                               0.978   0.966
   55.2   0 hunts_sauce                               0.976   0.964
   55.4   0 hunts_sauce                               0.973   0.963
   55.6   0 hunts_sauce                               0.974   0.965
   55.8   0 hunts_sauce                               0.974   0.961
