   time cam class                                      conf  margin
  143.0   0 haribo_gold_bears_gummi_candy             0.833   0.750
  143.0   0 haribo_gold_bears_gummi_candy             0.700   0.653
  143.0   0 haribo_gold_bears_gummi_candy             0.604   0.553
  143.0   4 haribo_gold_bears_gummi_candy             0.977   0.936
  144.0   0 haribo_gold_bears_gummi_candy             0.973   0.922
  144.0   0 haribo_gold_bears_gummi_candy             0.796   0.748
  144.0   0 haribo_gold_bears_gummi_candy             0.608   0.565
  144.0   0 haribo_gold_bears_gummi_candy             0.602   0.548
  144.0   0 haribo_gold_bears_gummi_candy             0.379   0.346
  144.0   4 haribo_gold_bears_gummi_candy             0.979   0.934
  145.0   0 haribo_gold_bears_gummi_candy             0.973   0.916
  145.0   0 haribo_gold_bears_gummi_candy             0.797   0.737
  145.0   0 haribo_gold_bears_gummi_candy             0.689   0.648
  145.0   0 haribo_gold_bears_gummi_candy             0.393   0.364
  145.0   0 haribo_gold_bears_gummi_candy             0.359   0.322
  145.0   0 haribo_gold_bears_gummi_candy             0.351   0.313
  145.0   4 haribo_gold_bears_gummi_candy             0.975   0.935
  146.0   0 haribo_gold_bears_gummi_candy             0.968   0.913
  146.0   0 haribo_gold_bears_gummi_candy             0.864   0.800
  146.0   0 haribo_gold_bears_gummi_candy             0.751   0.687
  146.0   0 haribo_gold_bears_gummi_candy             0.454   0.423
  146.0   4 haribo_gold_bears_gummi_candy             0.977   0.935
  147.0   0 haribo_gold_bears_gummi_candy             0.960   0.907
  147.0   0 haribo_gold_bears_gummi_candy             0.862   0.775
  147.0   0 haribo_gold_bears_gummi_candy             0.819   0.746
  147.0   4 haribo_gold_bears_gummi_candy             0.977   0.936
  148.0   0 haribo_gold_bears_gummi_candy             0.962   0.908
  148.0   0 haribo_gold_bears_gummi_candy             0.851   0.785
  148.0   0 haribo_gold_bears_gummi_candy             0.595   0.555
  148.0   0 haribo_gold_bears_gummi_candy             0.562   0.505
  148.0   0 haribo_gold_bears_gummi_candy             0.476   0.457
  148.0   0 haribo_gold_bears_gummi_candy             0.420   0.376
  148.0   4 haribo_gold_bears_gummi_candy             0.974   0.937
  149.0   0 haribo_gold_bears_gummi_candy             0.964   0.908
  149.0   0 haribo_gold_bears_gummi_candy             0.776   0.708
  149.0   0 haribo_gold_bears_gummi_candy             0.728   0.691
  149.0   0 nature_valley_crunchy_oats_n_honey        0.708   0.459
  149.0   0 haribo_gold_bears_gummi_candy             0.371   0.345
  149.0   0 haribo_gold_bears_gummi_candy             0.364   0.331
  149.0   1 nature_valley_crunchy_oats_n_honey        0.383   0.296
  149.0   3 nature_valley_crunchy_oats_n_honey        0.720   0.611
  149.0   4 haribo_gold_bears_gummi_candy             0.980   0.936
  150.0   0 haribo_gold_bears_gummi_candy             0.956   0.897
  150.0   0 haribo_gold_bears_gummi_candy             0.871   0.777
  150.0   0 nature_valley_crunchy_oats_n_honey        0.352   0.090
  150.0   1 nature_valley_crunchy_oats_n_honey        0.369   0.008
  150.0   2 nature_valley_crunchy_oats_n_honey        0.969   0.932
  150.0   3 nature_valley_crunchy_oats_n_honey        0.829   0.801
  150.0   4 haribo_gold_bears_gummi_candy             0.979   0.937
  151.0   0 haribo_gold_bears_gummi_candy             0.951   0.893
  151.0   0 haribo_gold_bears_gummi_candy             0.759   0.692
  151.0   0 haribo_gold_bears_gummi_candy             0.689   0.670
  151.0   0 nature_valley_crunchy_oats_n_honey        0.373   0.014
  151.0   0 haribo_gold_bears_gummi_candy             0.368   0.338
  151.0   0 nature_valley_crunchy_oats_n_honey        0.361   0.135
  151.0   1 nature_valley_crunchy_oats_n_honey        0.528   0.373
  151.0   2 nature_valley_crunchy_oats_n_honey        0.968   0.951
  151.0   3 nature_valley_crunchy_oats_n_honey        0.968   0.956
  151.0   4 haribo_gold_bears_gummi_candy             0.975   0.932
  152.0   0 haribo_gold_bears_gummi_candy             0.949   0.894
  152.0   0 haribo_gold_bears_gummi_candy             0.902   0.824
  152.0   0 haribo_gold_bears_gummi_candy             0.781   0.731
  152.0   1 nature_valley_crunchy_oats_n_honey        0.659   0.240
  152.0   2 nature_valley_crunchy_oats_n_honey        0.975   0.958
  152.0   3 nature_valley_crunchy_oats_n_honey        0.981   0.970
  152.0   4 haribo_gold_bears_gummi_candy             0.978   0.928
  153.0   0 haribo_gold_bears_gummi_candy             0.953   0.898
  153.0   0 haribo_gold_bears_gummi_candy             0.923   0.831
  153.0   0 haribo_gold_bears_gummi_candy             0.637   0.613
  153.0   0 haribo_gold_bears_gummi_candy             0.567   0.497
  153.0   0 haribo_gold_bears_gummi_candy             0.427   0.390
  153.0   1 nature_valley_crunchy_oats_n_honey        0.615   0.292
  153.0   2 nature_valley_crunchy_oats_n_honey        0.972   0.957
  153.0   3 nature_valley_crunchy_oats_n_honey        0.980   0.971
  153.0   4 haribo_gold_bears_gummi_candy             0.976   0.928
  154.0   0 haribo_gold_bears_gummi_candy             0.959   0.882
  154.0   0 haribo_gold_bears_gummi_candy             0.807   0.767
  154.0   0 haribo_gold_bears_gummi_candy             0.783   0.707
  154.0   0 haribo_gold_bears_gummi_candy             0.413   0.383
  154.0   1 nature_valley_crunchy_oats_n_honey        0.549   0.166
  154.0   2 nature_valley_crunchy_oats_n_honey        0.970   0.955
  154.0   3 nature_valley_crunchy_oats_n_honey        0.974   0.965
  154.0   4 haribo_gold_bears_gummi_candy             0.979   0.936
  155.0   0 haribo_gold_bears_gummi_candy             0.932   0.868
  155.0   0 haribo_gold_bears_gummi_candy             0.701   0.650
  155.0   0 haribo_gold_bears_gummi_candy             0.564   0.531
  155.0   0 haribo_gold_bears_gummi_candy             0.407   0.322
  155.0   1 nature_valley_crunchy_oats_n_honey        0.429   0.054
  155.0   2 nature_valley_crunchy_oats_n_honey        0.972   0.957
  155.0   3 nature_valley_crunchy_oats_n_honey        0.980   0.971
  155.0   4 haribo_gold_bears_gummi_candy             0.975   0.930
  156.0   0 haribo_gold_bears_gummi_candy             0.930   0.868
  156.0   0 haribo_gold_bears_gummi_candy             0.914   0.853
  156.0   0 haribo_gold_bears_gummi_candy             0.627   0.548
  156.0   0 haribo_gold_bears_gummi_candy             0.375   0.338
  156.0   1 nature_valley_crunchy_oats_n_honey        0.511   0.311
  156.0   1 nature_valley_crunchy_oats_n_honey        0.389   0.168
  156.0   1 nature_valley_crunchy_oats_n_honey        0.353   0.195
  156.0   2 nature_valley_crunchy_oats_n_honey        0.971   0.954
  156.0   3 nature_valley_crunchy_oats_n_honey        0.978   0.968
  156.0   4 haribo_gold_bears_gummi_candy             0.976   0.928
  157.0   0 haribo_gold_bears_gummi_candy             0.940   0.885
  157.0   0 haribo_gold_bears_gummi_candy             0.818   0.730
  157.0   0 haribo_gold_bears_gummi_candy             0.799   0.770
  157.0   1 nature_valley_crunchy_oats_n_honey        0.395   0.197
  157.0   1 nature_valley_crunchy_oats_n_honey        0.395   0.272
  157.0   2 nature_valley_crunchy_oats_n_honey        0.966   0.951
  157.0   3 nature_valley_crunchy_oats_n_honey        0.985   0.974
  157.0   4 haribo_gold_bears_gummi_candy             0.983   0.936
  158.0   0 haribo_gold_bears_gummi_candy             0.923   0.848
  158.0   0 haribo_gold_bears_gummi_candy             0.680   0.580
  158.0   0 haribo_gold_bears_gummi_candy             0.672   0.612
  158.0   0 haribo_gold_bears_gummi_candy             0.591   0.531
  158.0   0 haribo_gold_bears_gummi_candy             0.450   0.408
  158.0   0 haribo_gold_bears_gummi_candy             0.394   0.363
  158.0   1 nature_valley_crunchy_oats_n_honey        0.516   0.064
  158.0   2 nature_valley_crunchy_oats_n_honey        0.967   0.951
  158.0   3 nature_valley_crunchy_oats_n_honey        0.985   0.974
  158.0   4 haribo_gold_bears_gummi_candy             0.972   0.922
  159.0   0 haribo_gold_bears_gummi_candy             0.938   0.861
  159.0   0 haribo_gold_bears_gummi_candy             0.709   0.629
  159.0   0 haribo_gold_bears_gummi_candy             0.590   0.550
  159.0   0 haribo_gold_bears_gummi_candy             0.489   0.466
  159.0   0 haribo_gold_bears_gummi_candy             0.357   0.295
  159.0   1 nature_valley_crunchy_oats_n_honey        0.492   0.183
  159.0   2 nature_valley_crunchy_oats_n_honey        0.963   0.947
  159.0   3 nature_valley_crunchy_oats_n_honey        0.981   0.970
  159.0   4 haribo_gold_bears_gummi_candy             0.974   0.929
  160.0   0 haribo_gold_bears_gummi_candy             0.943   0.873
  160.0   0 haribo_gold_bears_gummi_candy             0.600   0.500
  160.0   0 haribo_gold_bears_gummi_candy             0.534   0.462
  160.0   0 haribo_gold_bears_gummi_candy             0.470   0.430
  160.0   2 nature_valley_crunchy_oats_n_honey        0.965   0.945
  160.0   3 nature_valley_crunchy_oats_n_honey        0.985   0.972
  160.0   4 haribo_gold_bears_gummi_candy             0.972   0.929
  161.0   0 haribo_gold_bears_gummi_candy             0.937   0.870
  161.0   0 haribo_gold_bears_gummi_candy             0.673   0.608
  161.0   0 haribo_gold_bears_gummi_candy             0.664   0.601
  161.0   0 haribo_gold_bears_gummi_candy             0.493   0.473
  161.0   0 haribo_gold_bears_gummi_candy             0.450   0.423
  161.0   1 nature_valley_crunchy_oats_n_honey        0.650   0.460
  161.0   1 nature_valley_crunchy_oats_n_honey        0.592   0.385
  161.0   2 nature_valley_crunchy_oats_n_honey        0.969   0.953
  161.0   3 nature_valley_crunchy_oats_n_honey        0.979   0.971
  161.0   4 haribo_gold_bears_gummi_candy             0.977   0.940
  162.0   0 haribo_gold_bears_gummi_candy             0.953   0.883
  162.0   0 haribo_gold_bears_gummi_candy             0.899   0.820
  162.0   0 haribo_gold_bears_gummi_candy             0.658   0.630
  162.0   0 nature_valley_crunchy_oats_n_honey        0.439   0.162
  162.0   0 haribo_gold_bears_gummi_candy             0.365   0.333
  162.0   1 nature_valley_crunchy_oats_n_honey        0.774   0.627
  162.0   1 nature_valley_crunchy_oats_n_honey        0.373   0.314
  162.0   2 nature_valley_crunchy_oats_n_honey        0.962   0.942
  162.0   3 nature_valley_crunchy_oats_n_honey        0.975   0.967
  162.0   4 haribo_gold_bears_gummi_candy             0.973   0.933
  163.0   0 haribo_gold_bears_gummi_candy             0.902   0.792
  163.0   0 haribo_gold_bears_gummi_candy             0.759   0.671
  163.0   0 nature_valley_crunchy_oats_n_honey        0.539   0.204
  163.0   0 haribo_gold_bears_gummi_candy             0.504   0.420
  163.0   0 nature_valley_crunchy_oats_n_honey        0.491   0.329
  163.0   1 nature_valley_crunchy_oats_n_honey        0.734   0.599
  163.0   2 nature_valley_crunchy_oats_n_honey        0.965   0.946
  163.0   3 nature_valley_crunchy_oats_n_honey        0.974   0.966
  163.0   4 haribo_gold_bears_gummi_candy             0.920   0.832
  164.0   0 nature_valley_crunchy_oats_n_honey        0.613   0.372
  164.0   0 nature_valley_crunchy_oats_n_honey        0.480   0.099
  164.0   1 nature_valley_crunchy_oats_n_honey        0.691   0.592
  164.0   1 nature_valley_crunchy_oats_n_honey        0.354   0.307
  164.0   2 nature_valley_crunchy_oats_n_honey        0.966   0.949
  164.0   3 nature_valley_crunchy_oats_n_honey        0.972   0.963
  165.0   0 nature_valley_crunchy_oats_n_honey        0.491   0.153
  165.0   0 nature_valley_crunchy_oats_n_honey        0.378   0.042
  165.0   1 nature_valley_crunchy_oats_n_honey        0.572   0.408
  165.0   2 nature_valley_crunchy_oats_n_honey        0.959   0.943
  165.0   3 nature_valley_crunchy_oats_n_honey        0.976   0.968
  166.0   0 nature_valley_crunchy_oats_n_honey        0.544   0.343
  166.0   0 nature_valley_crunchy_oats_n_honey        0.499   0.302
  166.0   0 nature_valley_crunchy_oats_n_honey        0.435   0.160
  166.0   0 nature_valley_crunchy_oats_n_honey        0.380   0.302
  166.0   1 nature_valley_crunchy_oats_n_honey        0.857   0.721
  166.0   2 nature_valley_crunchy_oats_n_honey        0.964   0.948
  166.0   3 nature_valley_crunchy_oats_n_honey        0.979   0.968
  167.0   0 nature_valley_crunchy_oats_n_honey        0.519   0.238
  167.0   3 nature_valley_crunchy_oats_n_honey        0.734   0.689
  167.0   4 nature_valley_crunchy_oats_n_honey        0.388   0.124
