   time cam class                                      conf  margin
   89.0   0 crayola_24_crayons                        0.657   0.603
   89.0   0 crayola_24_crayons                        0.481   0.449
   89.0   0 crayola_24_crayons                        0.399   0.357
   89.0   1 nature_valley_crunchy_oats_n_honey        0.887   0.858
   89.0   1 crayola_24_crayons                        0.620   0.340
   89.0   2 crayola_24_crayons                        0.793   0.467
   89.0   2 nature_valley_crunchy_oats_n_honey        0.627   0.572
   89.0   2 crayola_24_crayons                        0.510   0.445
   89.0   3 crayola_24_crayons                        0.981   0.961
   90.0   0 crayola_24_crayons                        0.695   0.651
   90.0   0 crayola_24_crayons                        0.520   0.485
   90.0   1 nature_valley_crunchy_oats_n_honey        0.885   0.856
   90.0   1 crayola_24_crayons                        0.617   0.397
   90.0   2 crayola_24_crayons                        0.773   0.553
   90.0   2 nature_valley_crunchy_oats_n_honey        0.672   0.608
   90.0   2 crayola_24_crayons                        0.562   0.504
   90.0   2 crayola_24_crayons                        0.486   0.228
   90.0   3 crayola_24_crayons                        0.980   0.958
   91.0   0 crayola_24_crayons                        0.677   0.626
   91.0   0 crayola_24_crayons                        0.630   0.598
   91.0   0 crayola_24_crayons                        0.375   0.339
   91.0   1 nature_valley_crunchy_oats_n_honey        0.883   0.857
   91.0   1 crayola_24_crayons                        0.423   0.349
   91.0   2 crayola_24_crayons                        0.688   0.465
   91.0   2 nature_valley_crunchy_oats_n_honey        0.622   0.558
   91.0   2 crayola_24_crayons                        0.574   0.419
   91.0   2 crayola_24_crayons                        0.513   0.422
   91.0   2 crayola_24_crayons                        0.403   0.366
   91.0   2 crayola_24_crayons                        0.356   0.241
   91.0   3 crayola_24_crayons                        0.979   0.959
   92.0   0 crayola_24_crayons                        0.658   0.606
   92.0   0 crayola_24_crayons                        0.522   0.491
   92.0   1 nature_valley_crunchy_oats_n_honey        0.885   0.860
   92.0   1 crayola_24_crayons                        0.492   0.369
   92.0   1 crayola_24_crayons                        0.417   0.264
   92.0   2 crayola_24_crayons                        0.657   0.370
   92.0   2 nature_valley_crunchy_oats_n_honey        0.640   0.575
   92.0   2 crayola_24_crayons                        0.385   0.404
   92.0   3 crayola_24_crayons                        0.981   0.954
   93.0   0 crayola_24_crayons                        0.700   0.638
   93.0   0 crayola_24_crayons                        0.435   0.411
   93.0   0 crayola_24_crayons                        0.392   0.342
   93.0   1 nature_valley_crunchy_oats_n_honey        0.875   0.849
   93.0   1 crayola_24_crayons                        0.496   0.371
   93.0   2 crayola_24_crayons                        0.750   0.466
   93.0   2 nature_valley_crunchy_oats_n_honey        0.674   0.614
   93.0   2 crayola_24_crayons                        0.448   0.371
   93.0   2 crayola_24_crayons                        0.416   0.334
   93.0   3 crayola_24_crayons                        0.978   0.959
   94.0   0 crayola_24_crayons                        0.694   0.653
   94.0   0 crayola_24_crayons                        0.481   0.455
   94.0   1 nature_valley_crunchy_oats_n_honey        0.908   0.880
   94.0   1 crayola_24_crayons                        0.450   0.354
   94.0   1 crayola_24_crayons                        0.431   0.310
   94.0   2 nature_valley_crunchy_oats_n_honey        0.690   0.622
   94.0   3 crayola_24_crayons                        0.981   0.957
   95.0   0 crayola_24_crayons                        0.728   0.675
   95.0   0 crayola_24_crayons                        0.609   0.576
   95.0   0 crayola_24_crayons                        0.468   0.417
   95.0   1 nature_valley_crunchy_oats_n_honey        0.910   0.884
   95.0   1 crayola_24_crayons                        0.442   0.357
   95.0   2 nature_valley_crunchy_oats_n_honey        0.723   0.651
   95.0   3 crayola_24_crayons                        0.980   0.964
   96.0   0 crayola_24_crayons                        0.572   0.547
   96.0   0 crayola_24_crayons                        0.489   0.449
   96.0   0 crayola_24_crayons                        0.448   0.418
   96.0   1 nature_valley_crunchy_oats_n_honey        0.919   0.887
   96.0   1 crayola_24_crayons                        0.351   0.305
   96.0   2 nature_valley_crunchy_oats_n_honey        0.752   0.687
   96.0   3 crayola_24_crayons                        0.964   0.932
   97.0   0 crayola_24_crayons                        0.745   0.715
   97.0   0 crayola_24_crayons                        0.636   0.585
   97.0   0 crayola_24_crayons                        0.565   0.532
   97.0   1 nature_valley_crunchy_oats_n_honey        0.910   0.873
   97.0   1 crayola_24_crayons                        0.664   0.590
   97.0   2 nature_valley_crunchy_oats_n_honey        0.774   0.704
   97.0   3 crayola_24_crayons                        0.977   0.938
   98.0   0 crayola_24_crayons                        0.784   0.757
   98.0   0 crayola_24_crayons                        0.606   0.557
   98.0   0 crayola_24_crayons                        0.585   0.542
   98.0   0 crayola_24_crayons                        0.548   0.523
   98.0   1 nature_valley_crunchy_oats_n_honey        0.891   0.857
   98.0   1 crayola_24_crayons                        0.805   0.608
   98.0   1 crayola_24_crayons                        0.482   0.403
   98.0   2 nature_valley_crunchy_oats_n_honey        0.868   0.808
   98.0   3 crayola_24_crayons                        0.976   0.929
   99.0   0 crayola_24_crayons                        0.848   0.813
   99.0   0 crayola_24_crayons                        0.684   0.616
   99.0   0 crayola_24_crayons                        0.671   0.630
   99.0   0 crayola_24_crayons                        0.571   0.543
   99.0   1 nature_valley_crunchy_oats_n_honey        0.903   0.877
   99.0   1 crayola_24_crayons                        0.821   0.635
   99.0   2 nature_valley_crunchy_oats_n_honey        0.858   0.801
   99.0   3 crayola_24_crayons                        0.979   0.945
  100.0   0 crayola_24_crayons                        0.875   0.826
  100.0   0 crayola_24_crayons                        0.631   0.604
  100.0   0 crayola_24_crayons                        0.492   0.385
  100.0   0 crayola_24_crayons                        0.485   0.458
  100.0   0 crayola_24_crayons                        0.451   0.385
  100.0   1 nature_valley_crunchy_oats_n_honey        0.908   0.882
  100.0   1 crayola_24_crayons                        0.820   0.686
  100.0   2 nature_valley_crunchy_oats_n_honey        0.870   0.811
  100.0   3 crayola_24_crayons                        0.976   0.938
  101.0   0 crayola_24_crayons                        0.897   0.848
  101.0   0 crayola_24_crayons                        0.603   0.546
  101.0   0 crayola_24_crayons                        0.563   0.534
  101.0   1 nature_valley_crunchy_oats_n_honey        0.901   0.869
  101.0   1 crayola_24_crayons                        0.849   0.681
  101.0   2 nature_valley_crunchy_oats_n_honey        0.878   0.810
  101.0   3 crayola_24_crayons                        0.979   0.949
  102.0   0 crayola_24_crayons                        0.747   0.719
  102.0   0 crayola_24_crayons                        0.711   0.666
  102.0   0 crayola_24_crayons                        0.559   0.491
  102.0   0 crayola_24_crayons                        0.512   0.485
  102.0   1 nature_valley_crunchy_oats_n_honey        0.890   0.862
  102.0   1 crayola_24_crayons                        0.806   0.664
  102.0   1 crayola_24_crayons                        0.350   0.248
  102.0   2 nature_valley_crunchy_oats_n_honey        0.881   0.823
  102.0   3 crayola_24_crayons                        0.979   0.944
  103.0   0 crayola_24_crayons                        0.899   0.837
  103.0   0 crayola_24_crayons                        0.534   0.500
  103.0   0 crayola_24_crayons                        0.479   0.443
  103.0   1 nature_valley_crunchy_oats_n_honey        0.908   0.880
  103.0   1 crayola_24_crayons                        0.830   0.680
  103.0   2 nature_valley_crunchy_oats_n_honey        0.891   0.828
  103.0   3 crayola_24_crayons                        0.978   0.947
  104.0   0 crayola_24_crayons                        0.813   0.780
  104.0   0 crayola_24_crayons                        0.490   0.478
  104.0   0 crayola_24_crayons                        0.477   0.432
  104.0   0 crayola_24_crayons                        0.420   0.296
  104.0   1 nature_valley_crunchy_oats_n_honey        0.886   0.856
  104.0   1 crayola_24_crayons                        0.784   0.542
  104.0   2 nature_valley_crunchy_oats_n_honey        0.894   0.831
  104.0   3 crayola_24_crayons                        0.976   0.936
  105.0   0 crayola_24_crayons                        0.747   0.701
  105.0   0 crayola_24_crayons                        0.623   0.610
  105.0   0 crayola_24_crayons                        0.537   0.483
  105.0   0 crayola_24_crayons                        0.463   0.436
  105.0   1 nature_valley_crunchy_oats_n_honey        0.900   0.868
  105.0   1 crayola_24_crayons                        0.828   0.692
  105.0   2 nature_valley_crunchy_oats_n_honey        0.900   0.845
  105.0   3 crayola_24_crayons                        0.974   0.923
  106.0   0 crayola_24_crayons                        0.686   0.528
  106.0   0 crayola_24_crayons                        0.453   0.410
  106.0   0 crayola_24_crayons                        0.369   0.326
  106.0   1 nature_valley_crunchy_oats_n_honey        0.856   0.832
  106.0   1 crayola_24_crayons                        0.625   0.284
  106.0   1 crayola_24_crayons                        0.452   0.104
  106.0   2 nature_valley_crunchy_oats_n_honey        0.884   0.793
  106.0   3 crayola_24_crayons                        0.970   0.917
  107.0   0 crayola_24_crayons                        0.891   0.850
  107.0   0 crayola_24_crayons                        0.454   0.409
  107.0   0 crayola_24_crayons                        0.400   0.316
  107.0   1 nature_valley_crunchy_oats_n_honey        0.927   0.891
  107.0   1 crayola_24_crayons                        0.814   0.620
  107.0   2 nature_valley_crunchy_oats_n_honey        0.915   0.857
  107.0   3 crayola_24_crayons                        0.968   0.928
