frame_idx,class_id,class_name,count
30,12,pringles_bbq,1
30,15,redbull,1
30,17,a1_steak_sauce,2
30,56,monster_energy,1
30,58,coca_cola_glass_bottle,1
32,0,aunt_jemima_original_syrup,1
32,5,hersheys_cocoa,1
32,40,tapatio_hot_sauce,1
32,9,listerine_green,1
32,12,pringles_bbq,1
32,15,redbull,1
32,17,a1_steak_sauce,2
32,56,monster_energy,1
32,58,coca_cola_glass_bottle,1
34,0,aunt_jemima_original_syrup,1
34,5,hersheys_cocoa,1
34,40,tapatio_hot_sauce,1
34,9,listerine_green,1
34,12,pringles_bbq,1
34,15,redbull,1
34,17,a1_steak_sauce,2
34,56,monster_energy,1
34,58,coca_cola_glass_bottle,1
36,0,aunt_jemima_original_syrup,1
36,5,hersheys_cocoa,1
36,40,tapatio_hot_sauce,1
36,9,listerine_green,1
36,11,white_rain_body_wash,1
36,12,pringles_bbq,1
36,43,campbells_chicken_noodle_soup,1
36,15,redbull,1
36,17,a1_steak_sauce,1
36,56,monster_energy,1
36,58,coca_cola_glass_bottle,1
36,29,spam,1
38,0,aunt_jemima_original_syrup,1
38,5,hersheys_cocoa,1
38,40,tapatio_hot_sauce,1
38,9,listerine_green,1
38,12,pringles_bbq,1
38,15,redbull,1
38,17,a1_steak_sauce,1
38,56,monster_energy,1
38,58,coca_cola_glass_bottle,1
38,29,spam,1
40,0,aunt_jemima_original_syrup,1
40,5,hersheys_cocoa,1
40,40,tapatio_hot_sauce,1
40,9,listerine_green,1
40,12,pringles_bbq,1
40,15,redbull,1
40,17,a1_steak_sauce,1
40,23,bulls_eye_bbq_sauce_original,1
40,56,monster_energy,1
40,58,coca_cola_glass_bottle,1
40,29,spam,1
42,0,aunt_jemima_original_syrup,1
42,5,hersheys_cocoa,1
42,40,tapatio_hot_sauce,1
42,9,listerine_green,1
42,12,pringles_bbq,1
42,15,redbull,1
42,17,a1_steak_sauce,1
42,56,monster_energy,1
42,58,coca_cola_glass_bottle,1
44,0,aunt_jemima_original_syrup,1
44,5,hersheys_cocoa,1
44,40,tapatio_hot_sauce,1
44,9,listerine_green,1
44,12,pringles_bbq,1
44,15,redbull,1
44,17,a1_steak_sauce,1
44,56,monster_energy,1
44,58,coca_cola_glass_bottle,1
46,0,aunt_jemima_original_syrup,1
46,5,hersheys_cocoa,1
46,40,tapatio_hot_sauce,1
46,9,listerine_green,1
46,12,pringles_bbq,1
46,15,redbull,1
46,17,a1_steak_sauce,1
46,56,monster_energy,1
46,58,coca_cola_glass_bottle,1
48,0,aunt_jemima_original_syrup,1
48,5,hersheys_cocoa,1
48,40,tapatio_hot_sauce,1
48,9,listerine_green,1
48,11,white_rain_body_wash,1
48,12,pringles_bbq,1
48,15,redbull,1
48,16,mom_to_mom_sweet_potato_corn_apple,1
48,17,a1_steak_sauce,1
48,23,bulls_eye_bbq_sauce_original,1
48,56,monster_energy,1
48,58,coca_cola_glass_bottle,1
48,29,spam,1
50,0,aunt_jemima_original_syrup,1
50,5,hersheys_cocoa,1
50,40,tapatio_hot_sauce,1
50,9,listerine_green,1
50,11,white_rain_body_wash,1
50,12,pringles_bbq,1
50,15,redbull,1
50,16,mom_to_mom_sweet_potato_corn_apple,1
50,17,a1_steak_sauce,1
50,23,bulls_eye_bbq_sauce_original,1
50,56,monster_energy,1
50,58,coca_cola_glass_bottle,1
50,29,spam,1
52,0,aunt_jemima_original_syrup,1
52,5,hersheys_cocoa,1
52,40,tapatio_hot_sauce,1
52,9,listerine_green,1
52,11,white_rain_body_wash,1
52,12,pringles_bbq,1
52,15,redbull,1
52,16,mom_to_mom_sweet_potato_corn_apple,1
52,17,a1_steak_sauce,1
52,23,bulls_eye_bbq_sauce_original,1
52,56,monster_energy,1
52,58,coca_cola_glass_bottle,1
52,29,spam,1
54,0,aunt_jemima_original_syrup,1
54,5,hersheys_cocoa,1
54,40,tapatio_hot_sauce,1
54,9,listerine_green,1
54,11,white_rain_body_wash,1
54,12,pringles_bbq,1
54,15,redbull,1
54,16,mom_to_mom_sweet_potato_corn_apple,1
54,17,a1_steak_sauce,1
54,23,bulls_eye_bbq_sauce_original,1
54,56,monster_energy,1
54,58,coca_cola_glass_bottle,1
54,29,spam,1
56,0,aunt_jemima_original_syrup,1
56,5,hersheys_cocoa,1
56,40,tapatio_hot_sauce,1
56,9,listerine_green,1
56,12,pringles_bbq,1
56,15,redbull,1
56,16,mom_to_mom_sweet_potato_corn_apple,1
56,17,a1_steak_sauce,1
56,23,bulls_eye_bbq_sauce_original,1
56,56,monster_energy,1
56,58,coca_cola_glass_bottle,1
58,0,aunt_jemima_original_syrup,1
58,5,hersheys_cocoa,1
58,40,tapatio_hot_sauce,1
58,9,listerine_green,1
58,12,pringles_bbq,1
58,15,redbull,1
58,17,a1_steak_sauce,1
58,23,bulls_eye_bbq_sauce_original,1
58,56,monster_energy,1
58,58,coca_cola_glass_bottle,1
58,29,spam,1
60,0,aunt_jemima_original_syrup,1
60,5,hersheys_cocoa,1
60,40,tapatio_hot_sauce,1
60,9,listerine_green,1
60,12,pringles_bbq,1
60,15,redbull,1
60,17,a1_steak_sauce,1
60,58,coca_cola_glass_bottle,1
62,0,aunt_jemima_original_syrup,1
62,5,hersheys_cocoa,1
62,40,tapatio_hot_sauce,1
62,9,listerine_green,1
62,43,campbells_chicken_noodle_soup,1
62,12,pringles_bbq,1
62,15,redbull,1
62,17,a1_steak_sauce,1
62,58,coca_cola_glass_bottle,1
64,0,aunt_jemima_original_syrup,1
64,5,hersheys_cocoa,1
64,40,tapatio_hot_sauce,1
64,9,listerine_green,1
64,43,campbells_chicken_noodle_soup,1
64,12,pringles_bbq,1
64,15,redbull,1
64,17,a1_steak_sauce,1
64,58,coca_cola_glass_bottle,1
66,0,aunt_jemima_original_syrup,1
66,5,hersheys_cocoa,1
66,40,tapatio_hot_sauce,1
66,9,listerine_green,1
66,43,campbells_chicken_noodle_soup,1
66,12,pringles_bbq,1
66,15,redbull,1
66,17,a1_steak_sauce,1
66,58,coca_cola_glass_bottle,1
68,0,aunt_jemima_original_syrup,1
68,5,hersheys_cocoa,1
68,40,tapatio_hot_sauce,1
68,9,listerine_green,1
68,43,campbells_chicken_noodle_soup,1
68,12,pringles_bbq,1
68,11,white_rain_body_wash,1
68,15,redbull,1
68,17,a1_steak_sauce,1
68,56,monster_energy,1
68,58,coca_cola_glass_bottle,1
68,29,spam,1
70,0,aunt_jemima_original_syrup,1
70,5,hersheys_cocoa,1
70,40,tapatio_hot_sauce,1
70,9,listerine_green,1
70,43,campbells_chicken_noodle_soup,1
70,12,pringles_bbq,1
70,11,white_rain_body_wash,1
70,15,redbull,1
70,17,a1_steak_sauce,1
70,56,monster_energy,1
70,58,coca_cola_glass_bottle,1
72,0,aunt_jemima_original_syrup,1
72,5,hersheys_cocoa,1
72,40,tapatio_hot_sauce,1
72,9,listerine_green,1
72,11,white_rain_body_wash,1
72,12,pringles_bbq,1
72,15,redbull,1
72,17,a1_steak_sauce,1
72,56,monster_energy,1
72,58,coca_cola_glass_bottle,1
74,0,aunt_jemima_original_syrup,1
74,5,hersheys_cocoa,1
74,40,tapatio_hot_sauce,1
74,9,listerine_green,1
74,11,white_rain_body_wash,1
74,12,pringles_bbq,1
74,15,redbull,1
74,17,a1_steak_sauce,1
74,56,monster_energy,1
74,58,coca_cola_glass_bottle,1
76,0,aunt_jemima_original_syrup,1
76,5,hersheys_cocoa,1
76,40,tapatio_hot_sauce,1
76,9,listerine_green,1
76,11,white_rain_body_wash,2
76,12,pringles_bbq,1
76,43,campbells_chicken_noodle_soup,1
76,15,redbull,1
76,17,a1_steak_sauce,1
76,56,monster_energy,1
76,58,coca_cola_glass_bottle,1
78,0,aunt_jemima_original_syrup,1
78,5,hersheys_cocoa,1
78,40,tapatio_hot_sauce,1
78,9,listerine_green,1
78,11,white_rain_body_wash,1
78,12,pringles_bbq,1
78,43,campbells_chicken_noodle_soup,1
78,15,redbull,1
78,17,a1_steak_sauce,1
78,23,bulls_eye_bbq_sauce_original,1
78,56,monster_energy,1
78,58,coca_cola_glass_bottle,1
80,0,aunt_jemima_original_syrup,1
80,5,hersheys_cocoa,1
80,40,tapatio_hot_sauce,1
80,9,listerine_green,1
80,11,white_rain_body_wash,1
80,12,pringles_bbq,1
80,15,redbull,1
80,17,a1_steak_sauce,2
80,23,bulls_eye_bbq_sauce_original,1
80,56,monster_energy,1
80,58,coca_cola_glass_bottle,1
82,0,aunt_jemima_original_syrup,1
82,5,hersheys_cocoa,1
82,40,tapatio_hot_sauce,1
82,9,listerine_green,1
82,11,white_rain_body_wash,1
82,12,pringles_bbq,1
82,15,redbull,1
82,17,a1_steak_sauce,1
82,56,monster_energy,1
82,58,coca_cola_glass_bottle,1
84,0,aunt_jemima_original_syrup,1
84,5,hersheys_cocoa,1
84,40,tapatio_hot_sauce,1
84,9,listerine_green,1
84,11,white_rain_body_wash,2
84,12,pringles_bbq,1
84,15,redbull,1
84,17,a1_steak_sauce,1
84,58,coca_cola_glass_bottle,1
86,0,aunt_jemima_original_syrup,1
86,5,hersheys_cocoa,1
86,40,tapatio_hot_sauce,1
86,9,listerine_green,1
86,11,white_rain_body_wash,1
86,12,pringles_bbq,1
86,15,redbull,1
86,17,a1_steak_sauce,1
86,58,coca_cola_glass_bottle,1
88,0,aunt_jemima_original_syrup,1
88,5,hersheys_cocoa,1
88,40,tapatio_hot_sauce,1
88,9,listerine_green,1
88,11,white_rain_body_wash,1
88,12,pringles_bbq,1
88,15,redbull,1
88,17,a1_steak_sauce,1
88,58,coca_cola_glass_bottle,1
90,0,aunt_jemima_original_syrup,1
90,5,hersheys_cocoa,1
90,40,tapatio_hot_sauce,1
90,9,listerine_green,1
90,11,white_rain_body_wash,1
90,12,pringles_bbq,1
90,15,redbull,1
90,17,a1_steak_sauce,1
90,58,coca_cola_glass_bottle,1
92,0,aunt_jemima_original_syrup,1
92,5,hersheys_cocoa,1
92,40,tapatio_hot_sauce,1
92,9,listerine_green,1
92,11,white_rain_body_wash,1
92,12,pringles_bbq,1
92,15,redbull,1
92,17,a1_steak_sauce,1
92,56,monster_energy,1
92,58,coca_cola_glass_bottle,1
94,0,aunt_jemima_original_syrup,1
94,5,hersheys_cocoa,1
94,40,tapatio_hot_sauce,1
94,9,listerine_green,1
94,12,pringles_bbq,1
94,15,redbull,1
94,17,a1_steak_sauce,1
94,56,monster_energy,1
94,58,coca_cola_glass_bottle,1
96,0,aunt_jemima_original_syrup,1
96,5,hersheys_cocoa,1
96,40,tapatio_hot_sauce,1
96,9,listerine_green,1
96,11,white_rain_body_wash,1
96,12,pringles_bbq,1
96,43,campbells_chicken_noodle_soup,1
96,15,redbull,1
96,16,mom_to_mom_sweet_potato_corn_apple,1
96,17,a1_steak_sauce,1
96,51,campbells_chunky_classic_chicken_noodle,1
96,56,monster_energy,1
96,58,coca_cola_glass_bottle,1
98,0,aunt_jemima_original_syrup,1
98,5,hersheys_cocoa,1
98,40,tapatio_hot_sauce,1
98,9,listerine_green,1
98,11,white_rain_body_wash,1
98,12,pringles_bbq,1
98,15,redbull,1
98,16,mom_to_mom_sweet_potato_corn_apple,1
98,17,a1_steak_sauce,1
98,56,monster_energy,1
98,58,coca_cola_glass_bottle,1
100,0,aunt_jemima_original_syrup,1
100,5,hersheys_cocoa,1
100,40,tapatio_hot_sauce,1
100,9,listerine_green,1
100,11,white_rain_body_wash,1
100,12,pringles_bbq,1
100,43,campbells_chicken_noodle_soup,1
100,15,redbull,1
100,16,mom_to_mom_sweet_potato_corn_apple,1
100,17,a1_steak_sauce,1
100,56,monster_energy,1
100,58,coca_cola_glass_bottle,1
102,0,aunt_jemima_original_syrup,1
102,5,hersheys_cocoa,1
102,40,tapatio_hot_sauce,1
102,9,listerine_green,1
102,11,white_rain_body_wash,1
102,12,pringles_bbq,1
102,15,redbull,1
102,17,a1_steak_sauce,1
102,56,monster_energy,1
102,58,coca_cola_glass_bottle,1
104,0,aunt_jemima_original_syrup,1
104,5,hersheys_cocoa,1
104,40,tapatio_hot_sauce,1
104,9,listerine_green,1
104,43,campbells_chicken_noodle_soup,1
104,12,pringles_bbq,1
104,15,redbull,1
104,17,a1_steak_sauce,1
104,51,campbells_chunky_classic_chicken_noodle,1
104,56,monster_energy,1
104,58,coca_cola_glass_bottle,1
106,0,aunt_jemima_original_syrup,1
106,5,hersheys_cocoa,1
106,40,tapatio_hot_sauce,1
106,9,listerine_green,1
106,12,pringles_bbq,1
106,15,redbull,1
106,16,mom_to_mom_sweet_potato_corn_apple,1
106,17,a1_steak_sauce,1
106,56,monster_energy,1
106,58,coca_cola_glass_bottle,1
108,0,aunt_jemima_original_syrup,1
108,5,hersheys_cocoa,1
108,40,tapatio_hot_sauce,1
108,9,listerine_green,1
108,43,campbells_chicken_noodle_soup,1
108,12,pringles_bbq,1
108,15,redbull,1
108,17,a1_steak_sauce,1
108,56,monster_energy,1
108,58,coca_cola_glass_bottle,1
110,0,aunt_jemima_original_syrup,1
110,5,hersheys_cocoa,1
110,40,tapatio_hot_sauce,1
110,9,listerine_green,1
110,43,campbells_chicken_noodle_soup,1
110,12,pringles_bbq,1
110,15,redbull,1
110,17,a1_steak_sauce,1
110,56,monster_energy,1
110,58,coca_cola_glass_bottle,1
112,0,aunt_jemima_original_syrup,1
112,5,hersheys_cocoa,1
112,40,tapatio_hot_sauce,1
112,9,listerine_green,1
112,43,campbells_chicken_noodle_soup,1
112,12,pringles_bbq,1
112,15,redbull,1
112,17,a1_steak_sauce,1
112,56,monster_energy,1
112,58,coca_cola_glass_bottle,1
114,0,aunt_jemima_original_syrup,1
114,5,hersheys_cocoa,1
114,40,tapatio_hot_sauce,1
114,9,listerine_green,1
114,43,campbells_chicken_noodle_soup,1
114,12,pringles_bbq,1
114,15,redbull,1
114,17,a1_steak_sauce,1
114,56,monster_energy,1
114,58,coca_cola_glass_bottle,1
116,0,aunt_jemima_original_syrup,1
116,5,hersheys_cocoa,1
116,40,tapatio_hot_sauce,1
116,9,listerine_green,1
116,43,campbells_chicken_noodle_soup,1
116,12,pringles_bbq,1
116,15,redbull,1
116,17,a1_steak_sauce,1
116,56,monster_energy,1
116,58,coca_cola_glass_bottle,1
118,0,aunt_jemima_original_syrup,1
118,5,hersheys_cocoa,1
118,40,tapatio_hot_sauce,1
118,9,listerine_green,1
118,12,pringles_bbq,1
118,15,redbull,1
118,17,a1_steak_sauce,1
118,56,monster_energy,1
118,58,coca_cola_glass_bottle,1
120,0,aunt_jemima_original_syrup,1
120,5,hersheys_cocoa,1
120,40,tapatio_hot_sauce,1
120,9,listerine_green,1
120,11,white_rain_body_wash,1
120,12,pringles_bbq,1
120,43,campbells_chicken_noodle_soup,1
120,15,redbull,1
120,17,a1_steak_sauce,1
120,56,monster_energy,1
120,58,coca_cola_glass_bottle,1
122,0,aunt_jemima_original_syrup,1
122,5,hersheys_cocoa,1
122,40,tapatio_hot_sauce,1
122,9,listerine_green,1
122,11,white_rain_body_wash,1
122,12,pringles_bbq,1
122,43,campbells_chicken_noodle_soup,1
122,15,redbull,1
122,17,a1_steak_sauce,1
122,56,monster_energy,1
122,58,coca_cola_glass_bottle,1
124,0,aunt_jemima_original_syrup,1
124,5,hersheys_cocoa,1
124,40,tapatio_hot_sauce,1
124,9,listerine_green,1
124,11,white_rain_body_wash,2
124,12,pringles_bbq,1
124,43,campbells_chicken_noodle_soup,1
124,15,redbull,1
124,17,a1_steak_sauce,1
124,56,monster_energy,1
124,58,coca_cola_glass_bottle,1
126,0,aunt_jemima_original_syrup,1
126,5,hersheys_cocoa,1
126,40,tapatio_hot_sauce,1
126,9,listerine_green,1
126,43,campbells_chicken_noodle_soup,1
126,12,pringles_bbq,1
126,11,white_rain_body_wash,1
126,15,redbull,1
126,17,a1_steak_sauce,1
126,56,monster_energy,1
126,58,coca_cola_glass_bottle,1
128,0,aunt_jemima_original_syrup,1
128,5,hersheys_cocoa,1
128,40,tapatio_hot_sauce,1
128,9,listerine_green,1
128,43,campbells_chicken_noodle_soup,1
128,12,pringles_bbq,1
128,15,redbull,1
128,17,a1_steak_sauce,1
128,56,monster_energy,1
128,58,coca_cola_glass_bottle,1
130,0,aunt_jemima_original_syrup,1
130,5,hersheys_cocoa,1
130,40,tapatio_hot_sauce,1
130,9,listerine_green,1
130,43,campbells_chicken_noodle_soup,1
130,12,pringles_bbq,1
130,15,redbull,1
130,17,a1_steak_sauce,1
130,56,monster_energy,1
130,58,coca_cola_glass_bottle,1
132,0,aunt_jemima_original_syrup,1
132,5,hersheys_cocoa,1
132,40,tapatio_hot_sauce,1
132,9,listerine_green,1
132,43,campbells_chicken_noodle_soup,1
132,11,white_rain_body_wash,1
132,12,pringles_bbq,1
132,15,redbull,1
132,17,a1_steak_sauce,1
132,56,monster_energy,1
132,58,coca_cola_glass_bottle,1
134,0,aunt_jemima_original_syrup,1
134,5,hersheys_cocoa,1
134,40,tapatio_hot_sauce,1
134,9,listerine_green,1
134,11,white_rain_body_wash,1
134,12,pringles_bbq,1
134,43,campbells_chicken_noodle_soup,1
134,15,redbull,1
134,17,a1_steak_sauce,1
134,56,monster_energy,1
134,58,coca_cola_glass_bottle,1
136,0,aunt_jemima_original_syrup,1
136,5,hersheys_cocoa,1
136,40,tapatio_hot_sauce,1
136,9,listerine_green,1
136,11,white_rain_body_wash,1
136,12,pringles_bbq,1
136,43,campbells_chicken_noodle_soup,1
136,15,redbull,1
136,17,a1_steak_sauce,1
136,56,monster_energy,1
136,58,coca_cola_glass_bottle,1
138,0,aunt_jemima_original_syrup,1
138,5,hersheys_cocoa,1
138,40,tapatio_hot_sauce,1
138,9,listerine_green,1
138,11,white_rain_body_wash,1
138,12,pringles_bbq,1
138,15,redbull,1
138,17,a1_steak_sauce,1
138,56,monster_energy,1
138,58,coca_cola_glass_bottle,1
140,0,aunt_jemima_original_syrup,1
140,5,hersheys_cocoa,1
140,40,tapatio_hot_sauce,1
140,9,listerine_green,1
140,11,white_rain_body_wash,1
140,12,pringles_bbq,1
140,43,campbells_chicken_noodle_soup,1
140,15,redbull,1
140,17,a1_steak_sauce,1
140,56,monster_energy,1
140,58,coca_cola_glass_bottle,1
142,0,aunt_jemima_original_syrup,1
142,5,hersheys_cocoa,1
142,40,tapatio_hot_sauce,1
142,9,listerine_green,1
142,11,white_rain_body_wash,1
142,12,pringles_bbq,1
142,43,campbells_chicken_noodle_soup,1
142,15,redbull,1
142,17,a1_steak_sauce,1
142,56,monster_energy,1
142,58,coca_cola_glass_bottle,1
144,0,aunt_jemima_original_syrup,1
144,5,hersheys_cocoa,1
144,40,tapatio_hot_sauce,1
144,9,listerine_green,1
144,43,campbells_chicken_noodle_soup,1
144,12,pringles_bbq,1
144,11,white_rain_body_wash,1
144,15,redbull,1
144,17,a1_steak_sauce,1
144,56,monster_energy,1
144,58,coca_cola_glass_bottle,1
146,0,aunt_jemima_original_syrup,1
146,5,hersheys_cocoa,1
146,40,tapatio_hot_sauce,1
146,9,listerine_green,1
146,43,campbells_chicken_noodle_soup,1
146,12,pringles_bbq,1
146,11,white_rain_body_wash,1
146,15,redbull,1
146,17,a1_steak_sauce,1
146,56,monster_energy,1
146,58,coca_cola_glass_bottle,1
148,0,aunt_jemima_original_syrup,1
148,5,hersheys_cocoa,1
148,40,tapatio_hot_sauce,1
148,9,listerine_green,1
148,43,campbells_chicken_noodle_soup,1
148,12,pringles_bbq,1
148,11,white_rain_body_wash,1
148,15,redbull,1
148,17,a1_steak_sauce,1
148,56,monster_energy,1
148,58,coca_cola_glass_bottle,1
150,0,aunt_jemima_original_syrup,1
150,5,hersheys_cocoa,1
150,40,tapatio_hot_sauce,1
150,9,listerine_green,1
150,43,campbells_chicken_noodle_soup,1
150,12,pringles_bbq,1
150,15,redbull,1
150,17,a1_steak_sauce,1
150,56,monster_energy,1
150,58,coca_cola_glass_bottle,1
152,0,aunt_jemima_original_syrup,1
152,5,hersheys_cocoa,1
152,40,tapatio_hot_sauce,1
152,9,listerine_green,1
152,43,campbells_chicken_noodle_soup,1
152,12,pringles_bbq,1
152,15,redbull,1
152,17,a1_steak_sauce,1
152,56,monster_energy,1
152,58,coca_cola_glass_bottle,1
154,0,aunt_jemima_original_syrup,1
154,5,hersheys_cocoa,1
154,40,tapatio_hot_sauce,1
154,9,listerine_green,1
154,43,campbells_chicken_noodle_soup,1
154,12,pringles_bbq,1
154,15,redbull,1
154,17,a1_steak_sauce,1
154,56,monster_energy,1
154,58,coca_cola_glass_bottle,1
156,0,aunt_jemima_original_syrup,1
156,5,hersheys_cocoa,1
156,40,tapatio_hot_sauce,1
156,9,listerine_green,1
156,43,campbells_chicken_noodle_soup,1
156,12,pringles_bbq,1
156,15,redbull,1
156,17,a1_steak_sauce,1
156,56,monster_energy,1
156,58,coca_cola_glass_bottle,1
158,0,aunt_jemima_original_syrup,1
158,5,hersheys_cocoa,1
158,40,tapatio_hot_sauce,1
158,9,listerine_green,1
158,43,campbells_chicken_noodle_soup,1
158,12,pringles_bbq,1
158,15,redbull,1
158,17,a1_steak_sauce,1
158,56,monster_energy,1
158,58,coca_cola_glass_bottle,1
160,0,aunt_jemima_original_syrup,1
160,5,hersheys_cocoa,1
160,40,tapatio_hot_sauce,1
160,9,listerine_green,1
160,43,campbells_chicken_noodle_soup,1
160,12,pringles_bbq,1
160,15,redbull,1
160,17,a1_steak_sauce,1
160,56,monster_energy,1
160,58,coca_cola_glass_bottle,1
162,0,aunt_jemima_original_syrup,1
162,5,hersheys_cocoa,1
162,40,tapatio_hot_sauce,1
162,9,listerine_green,1
162,43,campbells_chicken_noodle_soup,1
162,12,pringles_bbq,1
162,15,redbull,1
162,17,a1_steak_sauce,1
162,51,campbells_chunky_classic_chicken_noodle,1
162,56,monster_energy,1
162,58,coca_cola_glass_bottle,1
164,0,aunt_jemima_original_syrup,1
164,5,hersheys_cocoa,1
164,40,tapatio_hot_sauce,1
164,9,listerine_green,1
164,43,campbells_chicken_noodle_soup,1
164,12,pringles_bbq,1
164,11,white_rain_body_wash,1
164,15,redbull,1
164,17,a1_steak_sauce,1
164,51,campbells_chunky_classic_chicken_noodle,1
164,56,monster_energy,1
164,58,coca_cola_glass_bottle,1
166,0,aunt_jemima_original_syrup,1
166,5,hersheys_cocoa,1
166,40,tapatio_hot_sauce,1
166,9,listerine_green,1
166,43,campbells_chicken_noodle_soup,1
166,12,pringles_bbq,1
166,11,white_rain_body_wash,1
166,15,redbull,1
166,17,a1_steak_sauce,1
166,56,monster_energy,1
166,58,coca_cola_glass_bottle,1
168,0,aunt_jemima_original_syrup,1
168,5,hersheys_cocoa,1
168,40,tapatio_hot_sauce,1
168,9,listerine_green,1
168,11,white_rain_body_wash,2
168,12,pringles_bbq,1
168,15,redbull,1
168,17,a1_steak_sauce,1
168,56,monster_energy,1
168,58,coca_cola_glass_bottle,1
170,0,aunt_jemima_original_syrup,1
170,5,hersheys_cocoa,1
170,40,tapatio_hot_sauce,1
170,9,listerine_green,1
170,11,white_rain_body_wash,1
170,12,pringles_bbq,1
