   time cam class                                      conf  margin
  121.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.673   0.646
  121.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.412   0.394
  121.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.386   0.374
  121.0   1 pepperidge_farm_milk_chocolate_macadamia_cookies  0.602   0.544
  121.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.500   0.435
  121.5   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.672   0.633
  121.5   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.578   0.554
  121.5   1 pepperidge_farm_milk_chocolate_macadamia_cookies  0.549   0.490
  121.5   1 pepperidge_farm_milk_chocolate_macadamia_cookies  0.388   0.356
  121.5   1 pepperidge_farm_milk_chocolate_macadamia_cookies  0.369   0.315
  121.5   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.486   0.424
  122.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.682   0.648
  122.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.626   0.602
  122.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.385   0.363
  122.0   1 pepperidge_farm_milk_chocolate_macadamia_cookies  0.562   0.499
  122.0   1 pepperidge_farm_milk_chocolate_macadamia_cookies  0.352   0.315
  122.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.415   0.354
  122.5   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.697   0.658
  122.5   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.546   0.522
  122.5   1 pepperidge_farm_milk_chocolate_macadamia_cookies  0.477   0.405
  122.5   1 pepperidge_farm_milk_chocolate_macadamia_cookies  0.381   0.341
  122.5   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.451   0.371
  123.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.725   0.684
  123.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.426   0.374
  123.0   1 pepperidge_farm_milk_chocolate_macadamia_cookies  0.610   0.546
  123.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.473   0.396
  123.5   1 pepperidge_farm_milk_chocolate_macadamia_cookies  0.411   0.349
  123.5   1 pepperidge_farm_milk_chocolate_macadamia_cookies  0.372   0.337
  123.5   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.604   0.541
