frame_idx,cam_id,class_id,class_name,count
16,4,21,dr_pepper,1
16,4,17,a1_steak_sauce,1
16,4,12,pringles_bbq,1
16,4,51,campbells_chunky_classic_chicken_noodle,1
16,4,11,white_rain_body_wash,1
16,4,44,frappuccino_coffee,1
18,0,17,a1_steak_sauce,2
18,0,12,pringles_bbq,1
18,0,0,aunt_jemima_original_syrup,1
18,0,15,redbull,1
18,0,40,tapatio_hot_sauce,1
18,0,58,coca_cola_glass_bottle,1
18,0,51,campbells_chunky_classic_chicken_noodle,1
18,1,56,monster_energy,1
18,1,9,listerine_green,1
18,1,51,campbells_chunky_classic_chicken_noodle,1
18,1,12,pringles_bbq,1
18,1,44,frappuccino_coffee,1
18,2,12,pringles_bbq,1
18,2,29,spam,1
18,2,11,white_rain_body_wash,1
18,2,3,cholula_chipotle_hot_sauce,1
18,2,9,listerine_green,1
18,2,17,a1_steak_sauce,1
18,3,9,listerine_green,1
18,3,56,monster_energy,1
18,3,38,palmolive_orange,1
18,3,12,pringles_bbq,1
18,3,3,cholula_chipotle_hot_sauce,2
18,3,17,a1_steak_sauce,1
18,3,39,crystal_hot_sauce,1
18,3,40,tapatio_hot_sauce,1
18,3,44,frappuccino_coffee,1
18,3,23,bulls_eye_bbq_sauce_original,1
18,4,58,coca_cola_glass_bottle,1
18,4,29,spam,1
18,4,3,cholula_chipotle_hot_sauce,2
18,4,40,tapatio_hot_sauce,1
18,4,21,dr_pepper,1
18,4,17,a1_steak_sauce,1
18,4,12,pringles_bbq,1
18,4,51,campbells_chunky_classic_chicken_noodle,1
18,4,11,white_rain_body_wash,1
18,4,44,frappuccino_coffee,1
20,0,17,a1_steak_sauce,2
20,0,12,pringles_bbq,1
20,0,0,aunt_jemima_original_syrup,1
20,0,15,redbull,1
20,0,40,tapatio_hot_sauce,1
20,0,58,coca_cola_glass_bottle,1
20,0,51,campbells_chunky_classic_chicken_noodle,1
20,1,56,monster_energy,1
20,1,9,listerine_green,1
20,1,51,campbells_chunky_classic_chicken_noodle,1
20,1,12,pringles_bbq,1
20,1,44,frappuccino_coffee,1
20,2,12,pringles_bbq,1
20,2,29,spam,1
20,2,11,white_rain_body_wash,1
20,2,3,cholula_chipotle_hot_sauce,1
20,2,9,listerine_green,1
20,2,17,a1_steak_sauce,1
20,3,9,listerine_green,1
20,3,56,monster_energy,1
20,3,38,palmolive_orange,1
20,3,12,pringles_bbq,1
20,3,3,cholula_chipotle_hot_sauce,2
20,3,17,a1_steak_sauce,1
20,3,39,crystal_hot_sauce,1
20,3,40,tapatio_hot_sauce,1
20,3,44,frappuccino_coffee,1
20,3,23,bulls_eye_bbq_sauce_original,1
20,4,58,coca_cola_glass_bottle,1
20,4,29,spam,1
20,4,3,cholula_chipotle_hot_sauce,2
20,4,40,tapatio_hot_sauce,1
20,4,21,dr_pepper,1
20,4,17,a1_steak_sauce,1
20,4,12,pringles_bbq,1
20,4,51,campbells_chunky_classic_chicken_noodle,1
20,4,11,white_rain_body_wash,1
20,4,44,frappuccino_coffee,1
22,0,17,a1_steak_sauce,1
22,0,12,pringles_bbq,1
22,0,0,aunt_jemima_original_syrup,1
22,0,15,redbull,1
22,0,40,tapatio_hot_sauce,1
22,0,58,coca_cola_glass_bottle,1
22,0,51,campbells_chunky_classic_chicken_noodle,1
22,1,56,monster_energy,1
22,1,9,listerine_green,1
22,1,51,campbells_chunky_classic_chicken_noodle,1
22,1,12,pringles_bbq,1
22,1,44,frappuccino_coffee,1
22,2,12,pringles_bbq,1
22,2,29,spam,1
22,2,11,white_rain_body_wash,1
22,2,3,cholula_chipotle_hot_sauce,1
22,2,9,listerine_green,1
22,2,17,a1_steak_sauce,1
22,3,9,listerine_green,1
22,3,56,monster_energy,1
22,3,38,palmolive_orange,1
22,3,12,pringles_bbq,1
22,3,3,cholula_chipotle_hot_sauce,2
22,3,17,a1_steak_sauce,1
22,3,39,crystal_hot_sauce,1
22,3,40,tapatio_hot_sauce,1
22,3,44,frappuccino_coffee,1
22,3,23,bulls_eye_bbq_sauce_original,1
22,4,58,coca_cola_glass_bottle,1
22,4,29,spam,1
22,4,3,cholula_chipotle_hot_sauce,2
22,4,40,tapatio_hot_sauce,1
22,4,21,dr_pepper,1
22,4,17,a1_steak_sauce,1
22,4,12,pringles_bbq,1
22,4,51,campbells_chunky_classic_chicken_noodle,1
22,4,11,white_rain_body_wash,1
22,4,44,frappuccino_coffee,1
24,0,17,a1_steak_sauce,1
24,0,12,pringles_bbq,1
24,0,0,aunt_jemima_original_syrup,1
24,0,15,redbull,1
24,0,40,tapatio_hot_sauce,1
24,0,58,coca_cola_glass_bottle,1
24,0,51,campbells_chunky_classic_chicken_noodle,1
24,1,56,monster_energy,1
24,1,9,listerine_green,1
24,1,51,campbells_chunky_classic_chicken_noodle,1
24,1,12,pringles_bbq,1
24,1,44,frappuccino_coffee,1
24,2,12,pringles_bbq,1
24,2,29,spam,1
24,2,11,white_rain_body_wash,1
24,2,3,cholula_chipotle_hot_sauce,1
24,2,9,listerine_green,1
24,2,17,a1_steak_sauce,1
24,3,9,listerine_green,1
24,3,56,monster_energy,1
24,3,38,palmolive_orange,1
24,3,12,pringles_bbq,1
24,3,3,cholula_chipotle_hot_sauce,2
24,3,17,a1_steak_sauce,1
24,3,39,crystal_hot_sauce,1
24,3,40,tapatio_hot_sauce,1
24,3,44,frappuccino_coffee,1
24,3,23,bulls_eye_bbq_sauce_original,1
24,4,58,coca_cola_glass_bottle,1
24,4,29,spam,1
24,4,3,cholula_chipotle_hot_sauce,2
24,4,40,tapatio_hot_sauce,1
24,4,21,dr_pepper,1
24,4,17,a1_steak_sauce,1
24,4,12,pringles_bbq,1
24,4,51,campbells_chunky_classic_chicken_noodle,1
24,4,11,white_rain_body_wash,1
24,4,44,frappuccino_coffee,1
26,0,17,a1_steak_sauce,1
26,0,12,pringles_bbq,1
26,0,0,aunt_jemima_original_syrup,1
26,0,15,redbull,1
26,0,40,tapatio_hot_sauce,1
26,0,58,coca_cola_glass_bottle,1
26,0,51,campbells_chunky_classic_chicken_noodle,1
26,1,56,monster_energy,1
26,1,9,listerine_green,1
26,1,51,campbells_chunky_classic_chicken_noodle,1
26,1,12,pringles_bbq,1
26,1,44,frappuccino_coffee,1
26,2,12,pringles_bbq,1
26,2,29,spam,1
26,2,11,white_rain_body_wash,1
26,2,9,listerine_green,1
26,2,17,a1_steak_sauce,1
26,3,9,listerine_green,1
26,3,56,monster_energy,1
26,3,38,palmolive_orange,1
26,3,12,pringles_bbq,1
26,3,3,cholula_chipotle_hot_sauce,2
26,3,17,a1_steak_sauce,1
26,3,39,crystal_hot_sauce,1
26,3,40,tapatio_hot_sauce,1
26,3,44,frappuccino_coffee,1
26,4,58,coca_cola_glass_bottle,1
26,4,29,spam,1
26,4,3,cholula_chipotle_hot_sauce,2
26,4,40,tapatio_hot_sauce,1
26,4,21,dr_pepper,1
26,4,17,a1_steak_sauce,1
26,4,12,pringles_bbq,1
26,4,51,campbells_chunky_classic_chicken_noodle,1
26,4,11,white_rain_body_wash,1
26,4,44,frappuccino_coffee,1
28,0,17,a1_steak_sauce,1
28,0,12,pringles_bbq,1
28,0,0,aunt_jemima_original_syrup,1
28,0,15,redbull,1
28,0,40,tapatio_hot_sauce,1
28,0,58,coca_cola_glass_bottle,1
28,0,51,campbells_chunky_classic_chicken_noodle,1
28,1,56,monster_energy,1
28,1,9,listerine_green,1
28,1,51,campbells_chunky_classic_chicken_noodle,1
28,1,12,pringles_bbq,1
28,1,44,frappuccino_coffee,1
28,2,12,pringles_bbq,1
28,2,29,spam,1
28,2,11,white_rain_body_wash,1
28,2,9,listerine_green,1
28,2,17,a1_steak_sauce,1
28,3,9,listerine_green,1
28,3,56,monster_energy,1
28,3,38,palmolive_orange,1
28,3,12,pringles_bbq,1
28,3,3,cholula_chipotle_hot_sauce,2
28,3,17,a1_steak_sauce,1
28,3,39,crystal_hot_sauce,1
28,3,40,tapatio_hot_sauce,1
28,3,44,frappuccino_coffee,1
28,3,23,bulls_eye_bbq_sauce_original,1
28,4,58,coca_cola_glass_bottle,1
28,4,29,spam,1
28,4,3,cholula_chipotle_hot_sauce,1
28,4,40,tapatio_hot_sauce,1
28,4,21,dr_pepper,1
28,4,17,a1_steak_sauce,1
28,4,12,pringles_bbq,1
28,4,51,campbells_chunky_classic_chicken_noodle,1
28,4,11,white_rain_body_wash,1
28,4,44,frappuccino_coffee,1
30,0,17,a1_steak_sauce,1
30,0,12,pringles_bbq,1
30,0,0,aunt_jemima_original_syrup,1
30,0,15,redbull,1
30,0,40,tapatio_hot_sauce,1
30,0,58,coca_cola_glass_bottle,1
30,0,51,campbells_chunky_classic_chicken_noodle,1
30,0,29,spam,1
30,1,56,monster_energy,1
30,1,9,listerine_green,1
30,1,51,campbells_chunky_classic_chicken_noodle,1
30,1,12,pringles_bbq,1
30,1,44,frappuccino_coffee,1
30,2,12,pringles_bbq,1
30,2,29,spam,1
30,2,11,white_rain_body_wash,1
30,2,9,listerine_green,1
30,2,17,a1_steak_sauce,1
30,3,9,listerine_green,1
30,3,56,monster_energy,1
30,3,38,palmolive_orange,1
30,3,12,pringles_bbq,1
30,3,3,cholula_chipotle_hot_sauce,2
30,3,17,a1_steak_sauce,1
30,3,39,crystal_hot_sauce,1
30,3,40,tapatio_hot_sauce,1
30,3,44,frappuccino_coffee,1
30,3,23,bulls_eye_bbq_sauce_original,1
30,4,58,coca_cola_glass_bottle,1
30,4,29,spam,1
30,4,3,cholula_chipotle_hot_sauce,2
30,4,40,tapatio_hot_sauce,1
30,4,21,dr_pepper,1
30,4,17,a1_steak_sauce,1
30,4,12,pringles_bbq,1
30,4,51,campbells_chunky_classic_chicken_noodle,1
30,4,11,white_rain_body_wash,1
30,4,44,frappuccino_coffee,1
32,0,17,a1_steak_sauce,1
32,0,12,pringles_bbq,1
32,0,0,aunt_jemima_original_syrup,1
32,0,15,redbull,1
32,0,40,tapatio_hot_sauce,1
32,0,58,coca_cola_glass_bottle,1
32,0,51,campbells_chunky_classic_chicken_noodle,1
32,1,56,monster_energy,1
32,1,9,listerine_green,1
32,1,51,campbells_chunky_classic_chicken_noodle,1
32,1,12,pringles_bbq,1
32,1,44,frappuccino_coffee,1
32,2,12,pringles_bbq,1
32,2,29,spam,1
32,2,11,white_rain_body_wash,1
32,2,9,listerine_green,1
32,2,17,a1_steak_sauce,1
32,3,9,listerine_green,1
32,3,56,monster_energy,1
32,3,38,palmolive_orange,1
32,3,12,pringles_bbq,1
32,3,3,cholula_chipotle_hot_sauce,2
32,3,17,a1_steak_sauce,1
32,3,39,crystal_hot_sauce,1
32,3,40,tapatio_hot_sauce,1
32,3,44,frappuccino_coffee,1
32,3,23,bulls_eye_bbq_sauce_original,1
32,4,58,coca_cola_glass_bottle,1
32,4,29,spam,1
32,4,3,cholula_chipotle_hot_sauce,2
32,4,40,tapatio_hot_sauce,1
32,4,21,dr_pepper,1
32,4,17,a1_steak_sauce,1
32,4,12,pringles_bbq,1
32,4,51,campbells_chunky_classic_chicken_noodle,1
32,4,11,white_rain_body_wash,1
32,4,44,frappuccino_coffee,1
34,0,17,a1_steak_sauce,1
34,0,12,pringles_bbq,1
34,0,0,aunt_jemima_original_syrup,1
34,0,15,redbull,1
34,0,40,tapatio_hot_sauce,1
34,0,58,coca_cola_glass_bottle,1
34,0,51,campbells_chunky_classic_chicken_noodle,1
34,0,29,spam,1
34,1,56,monster_energy,1
34,1,9,listerine_green,1
34,1,51,campbells_chunky_classic_chicken_noodle,1
34,1,12,pringles_bbq,1
34,1,44,frappuccino_coffee,1
34,2,12,pringles_bbq,1
34,2,29,spam,1
34,2,11,white_rain_body_wash,1
34,2,9,listerine_green,1
34,2,17,a1_steak_sauce,1
34,2,0,aunt_jemima_original_syrup,1
34,3,9,listerine_green,1
34,3,56,monster_energy,1
34,3,38,palmolive_orange,1
34,3,12,pringles_bbq,1
34,3,3,cholula_chipotle_hot_sauce,2
34,3,17,a1_steak_sauce,1
34,3,39,crystal_hot_sauce,1
34,3,40,tapatio_hot_sauce,1
34,3,44,frappuccino_coffee,1
34,3,23,bulls_eye_bbq_sauce_original,1
34,4,58,coca_cola_glass_bottle,1
34,4,29,spam,1
34,4,3,cholula_chipotle_hot_sauce,2
34,4,40,tapatio_hot_sauce,1
34,4,21,dr_pepper,1
34,4,17,a1_steak_sauce,1
34,4,12,pringles_bbq,1
34,4,51,campbells_chunky_classic_chicken_noodle,1
34,4,11,white_rain_body_wash,1
34,4,44,frappuccino_coffee,1
36,0,17,a1_steak_sauce,1
36,0,12,pringles_bbq,1
36,0,0,aunt_jemima_original_syrup,1
36,0,15,redbull,1
36,0,40,tapatio_hot_sauce,1
36,0,58,coca_cola_glass_bottle,1
36,0,51,campbells_chunky_classic_chicken_noodle,1
36,0,29,spam,1
36,1,56,monster_energy,1
36,1,9,listerine_green,1
36,1,51,campbells_chunky_classic_chicken_noodle,1
36,1,12,pringles_bbq,1
36,1,44,frappuccino_coffee,1
36,2,12,pringles_bbq,1
36,2,29,spam,1
36,2,11,white_rain_body_wash,1
36,2,9,listerine_green,1
36,2,17,a1_steak_sauce,1
36,2,0,aunt_jemima_original_syrup,1
36,3,9,listerine_green,1
36,3,56,monster_energy,1
36,3,38,palmolive_orange,1
36,3,12,pringles_bbq,1
36,3,3,cholula_chipotle_hot_sauce,2
36,3,17,a1_steak_sauce,1
36,3,39,crystal_hot_sauce,1
36,3,40,tapatio_hot_sauce,1
36,3,44,frappuccino_coffee,1
36,3,23,bulls_eye_bbq_sauce_original,1
36,4,58,coca_cola_glass_bottle,1
36,4,29,spam,1
36,4,3,cholula_chipotle_hot_sauce,2
36,4,40,tapatio_hot_sauce,1
36,4,21,dr_pepper,1
36,4,17,a1_steak_sauce,1
36,4,12,pringles_bbq,1
36,4,51,campbells_chunky_classic_chicken_noodle,1
36,4,11,white_rain_body_wash,1
36,4,44,frappuccino_coffee,1
38,0,17,a1_steak_sauce,2
38,0,12,pringles_bbq,1
38,0,0,aunt_jemima_original_syrup,1
38,0,15,redbull,1
38,0,40,tapatio_hot_sauce,1
38,0,58,coca_cola_glass_bottle,1
38,0,51,campbells_chunky_classic_chicken_noodle,1
38,0,29,spam,1
38,1,56,monster_energy,1
38,1,9,listerine_green,1
38,1,51,campbells_chunky_classic_chicken_noodle,1
38,1,12,pringles_bbq,1
38,1,44,frappuccino_coffee,1
38,2,12,pringles_bbq,1
38,2,29,spam,1
38,2,11,white_rain_body_wash,1
38,2,9,listerine_green,1
38,2,17,a1_steak_sauce,1
38,2,0,aunt_jemima_original_syrup,1
38,3,9,listerine_green,1
38,3,56,monster_energy,1
38,3,12,pringles_bbq,1
38,3,3,cholula_chipotle_hot_sauce,2
38,3,17,a1_steak_sauce,1
38,3,39,crystal_hot_sauce,1
38,3,40,tapatio_hot_sauce,1
38,3,44,frappuccino_coffee,1
38,3,23,bulls_eye_bbq_sauce_original,1
38,4,58,coca_cola_glass_bottle,1
38,4,29,spam,1
38,4,3,cholula_chipotle_hot_sauce,1
38,4,40,tapatio_hot_sauce,1
38,4,21,dr_pepper,1
38,4,17,a1_steak_sauce,1
38,4,12,pringles_bbq,1
38,4,51,campbells_chunky_classic_chicken_noodle,1
38,4,11,white_rain_body_wash,1
38,4,44,frappuccino_coffee,1
40,0,17,a1_steak_sauce,2
40,0,12,pringles_bbq,1
40,0,0,aunt_jemima_original_syrup,1
40,0,15,redbull,1
40,0,40,tapatio_hot_sauce,1
40,0,58,coca_cola_glass_bottle,1
40,0,51,campbells_chunky_classic_chicken_noodle,1
40,0,29,spam,1
40,1,56,monster_energy,1
40,1,9,listerine_green,1
40,1,51,campbells_chunky_classic_chicken_noodle,1
40,1,12,pringles_bbq,1
40,1,44,frappuccino_coffee,1
40,2,12,pringles_bbq,1
40,2,29,spam,1
40,2,11,white_rain_body_wash,1
40,2,9,listerine_green,1
40,2,17,a1_steak_sauce,1
40,2,0,aunt_jemima_original_syrup,1
40,3,9,listerine_green,1
40,3,56,monster_energy,1
40,3,12,pringles_bbq,1
40,3,3,cholula_chipotle_hot_sauce,2
40,3,17,a1_steak_sauce,1
40,3,39,crystal_hot_sauce,1
40,3,40,tapatio_hot_sauce,1
40,3,44,frappuccino_coffee,1
40,3,23,bulls_eye_bbq_sauce_original,1
40,4,58,coca_cola_glass_bottle,1
40,4,29,spam,1
40,4,3,cholula_chipotle_hot_sauce,1
40,4,40,tapatio_hot_sauce,1
40,4,21,dr_pepper,1
40,4,17,a1_steak_sauce,1
40,4,12,pringles_bbq,1
40,4,51,campbells_chunky_classic_chicken_noodle,1
40,4,11,white_rain_body_wash,1
40,4,44,frappuccino_coffee,1
42,0,17,a1_steak_sauce,1
42,0,12,pringles_bbq,1
42,0,0,aunt_jemima_original_syrup,1
42,0,15,redbull,1
42,0,40,tapatio_hot_sauce,1
42,0,58,coca_cola_glass_bottle,1
42,0,51,campbells_chunky_classic_chicken_noodle,1
42,0,29,spam,1
42,1,56,monster_energy,1
42,1,9,listerine_green,1
42,1,51,campbells_chunky_classic_chicken_noodle,1
42,1,12,pringles_bbq,1
42,1,44,frappuccino_coffee,1
42,2,12,pringles_bbq,1
42,2,29,spam,1
42,2,11,white_rain_body_wash,1
42,2,9,listerine_green,1
42,2,17,a1_steak_sauce,1
42,2,0,aunt_jemima_original_syrup,1
42,3,9,listerine_green,1
42,3,56,monster_energy,1
42,3,12,pringles_bbq,1
42,3,3,cholula_chipotle_hot_sauce,2
42,3,17,a1_steak_sauce,1
42,3,39,crystal_hot_sauce,1
42,3,40,tapatio_hot_sauce,1
42,3,44,frappuccino_coffee,1
42,3,23,bulls_eye_bbq_sauce_original,1
42,4,58,coca_cola_glass_bottle,1
42,4,29,spam,1
42,4,3,cholula_chipotle_hot_sauce,1
42,4,40,tapatio_hot_sauce,1
42,4,21,dr_pepper,1
42,4,17,a1_steak_sauce,1
42,4,12,pringles_bbq,1
42,4,51,campbells_chunky_classic_chicken_noodle,1
42,4,11,white_rain_body_wash,1
42,4,44,frappuccino_coffee,1
44,0,17,a1_steak_sauce,1
44,0,12,pringles_bbq,1
44,0,0,aunt_jemima_original_syrup,1
44,0,15,redbull,1
44,0,40,tapatio_hot_sauce,1
44,0,58,coca_cola_glass_bottle,1
44,0,51,campbells_chunky_classic_chicken_noodle,1
44,0,29,spam,1
44,1,56,monster_energy,1
44,1,9,listerine_green,1
44,1,51,campbells_chunky_classic_chicken_noodle,1
44,1,12,pringles_bbq,1
44,1,44,frappuccino_coffee,1
44,2,12,pringles_bbq,1
44,2,29,spam,1
44,2,11,white_rain_body_wash,1
44,2,9,listerine_green,1
44,2,17,a1_steak_sauce,1
44,2,0,aunt_jemima_original_syrup,1
44,3,9,listerine_green,1
44,3,56,monster_energy,1
44,3,12,pringles_bbq,1
44,3,3,cholula_chipotle_hot_sauce,2
44,3,17,a1_steak_sauce,1
44,3,39,crystal_hot_sauce,1
44,3,44,frappuccino_coffee,1
44,3,23,bulls_eye_bbq_sauce_original,1
44,4,58,coca_cola_glass_bottle,1
44,4,29,spam,1
44,4,3,cholula_chipotle_hot_sauce,1
