   time cam class                                      conf  margin
   74.4   3 dove_white                                0.965   0.936
   74.4   3 dove_white                                0.931   0.910
   74.6   3 dove_white                                0.964   0.937
   74.6   3 dove_white                                0.924   0.907
   74.8   3 dove_white                                0.964   0.934
   74.8   3 dove_white                                0.925   0.907
   75.0   3 dove_white                                0.968   0.935
   75.0   3 dove_white                                0.913   0.895
   75.2   3 dove_white                                0.970   0.935
   75.2   3 dove_white                                0.910   0.893
   75.4   3 dove_white                                0.964   0.937
   75.4   3 dove_white                                0.755   0.744
   75.6   3 dove_white                                0.958   0.933
   75.6   3 dove_white                                0.916   0.896
   75.8   3 dove_white                                0.957   0.928
   75.8   3 dove_white                                0.922   0.903
   76.0   3 dove_white                                0.960   0.927
   76.0   3 dove_white                                0.920   0.898
   76.2   3 dove_white                                0.961   0.933
   76.2   3 dove_white                                0.928   0.908
   76.4   3 dove_white                                0.966   0.931
   76.4   3 dove_white                                0.919   0.899
   76.6   3 dove_white                                0.942   0.910
   76.6   3 dove_white                                0.941   0.925
   76.8   3 dove_white                                0.958   0.939
   76.8   3 dove_white                                0.934   0.906
   77.0   3 dove_white                                0.950   0.932
   77.0   3 dove_white                                0.531   0.507
   77.2   3 dove_white                                0.932   0.914
   77.2   3 dove_white                                0.701   0.681
   77.4   3 dove_white                                0.953   0.934
   77.4   3 dove_white                                0.860   0.820
   77.6   3 dove_white                                0.958   0.931
   77.6   3 dove_white                                0.872   0.855
   77.8   3 dove_white                                0.955   0.928
   77.8   3 dove_white                                0.905   0.887
   78.0   3 dove_white                                0.944   0.919
   78.0   3 dove_white                                0.928   0.908
   78.2   3 dove_white                                0.934   0.907
   78.2   3 dove_white                                0.928   0.911
   78.4   3 dove_white                                0.948   0.930
   78.4   3 dove_white                                0.943   0.917
   78.6   3 dove_white                                0.939   0.922
   78.6   3 dove_white                                0.939   0.909
   78.8   3 dove_white                                0.941   0.915
   78.8   3 dove_white                                0.920   0.902
   79.0   3 dove_white                                0.948   0.922
   79.0   3 dove_white                                0.907   0.890
   79.2   3 dove_white                                0.938   0.913
   79.2   3 dove_white                                0.931   0.911
   79.4   3 dove_white                                0.945   0.915
   79.4   3 dove_white                                0.935   0.914
   79.6   3 dove_white                                0.954   0.931
   79.6   3 dove_white                                0.919   0.899
   79.8   3 dove_white                                0.959   0.932
   79.8   3 dove_white                                0.922   0.903
   80.0   3 dove_white                                0.958   0.930
   80.0   3 dove_white                                0.933   0.910
   80.2   3 dove_white                                0.944   0.924
   80.2   3 dove_white                                0.943   0.918
   80.4   3 dove_white                                0.948   0.928
   80.4   3 dove_white                                0.938   0.920
   80.6   3 dove_white                                0.952   0.929
   80.6   3 dove_white                                0.930   0.911
   80.8   3 dove_white                                0.952   0.927
   80.8   3 dove_white                                0.921   0.902
   81.0   3 dove_white                                0.946   0.922
   81.0   3 dove_white                                0.911   0.892
   81.2   3 dove_white                                0.953   0.922
   81.2   3 dove_white                                0.920   0.901
   81.4   3 dove_white                                0.954   0.924
   81.4   3 dove_white                                0.933   0.914
   81.4   3 dove_white                                0.554   0.543
   81.6   3 dove_white                                0.956   0.929
   81.6   3 dove_white                                0.925   0.908
   81.8   3 dove_white                                0.949   0.926
   81.8   3 dove_white                                0.929   0.911
   82.0   3 dove_white                                0.943   0.918
   82.0   3 dove_white                                0.929   0.908
   82.2   3 dove_white                                0.933   0.914
   82.2   3 dove_white                                0.928   0.904
   82.4   3 dove_white                                0.948   0.921
   82.4   3 dove_white                                0.913   0.898
   82.6   3 dove_white                                0.934   0.916
   82.6   3 dove_white                                0.902   0.864
   82.8   3 dove_white                                0.941   0.926
   82.8   3 dove_white                                0.931   0.896
   83.0   3 dove_white                                0.947   0.931
   83.0   3 dove_white                                0.941   0.913
   83.2   3 dove_white                                0.943   0.926
   83.2   3 dove_white                                0.924   0.896
   83.4   3 dove_white                                0.945   0.917
   83.4   3 dove_white                                0.927   0.905
   83.6   3 dove_white                                0.941   0.912
   83.6   3 dove_white                                0.936   0.909
   83.8   3 dove_white                                0.937   0.906
   83.8   3 dove_white                                0.937   0.912
   84.0   3 dove_white                                0.953   0.935
   84.0   3 dove_white                                0.942   0.906
   84.2   3 dove_white                                0.951   0.933
   84.2   3 dove_white                                0.947   0.917
   84.4   3 dove_white                                0.938   0.913
   84.4   3 dove_white                                0.936   0.910
   84.6   3 dove_white                                0.936   0.911
   84.6   3 dove_white                                0.936   0.908
   84.8   3 dove_white                                0.955   0.936
   84.8   3 dove_white                                0.945   0.914
   85.0   3 dove_white                                0.896   0.870
   85.0   3 dove_white                                0.896   0.862
   85.0   3 dove_white                                0.670   0.651
   85.4   3 dove_white                                0.471   0.412
   85.6   3 dove_white                                0.410   0.375
   85.8   3 dove_white                                0.929   0.906
   85.8   3 dove_white                                0.889   0.860
   86.0   3 dove_white                                0.937   0.915
   86.0   3 dove_white                                0.844   0.826
   86.0   3 dove_white                                0.785   0.769
   86.2   3 dove_white                                0.945   0.924
   86.2   3 dove_white                                0.906   0.886
   86.4   3 dove_white                                0.937   0.905
   86.4   3 dove_white                                0.906   0.882
   86.6   3 dove_white                                0.920   0.889
   86.6   3 dove_white                                0.906   0.875
   86.8   3 dove_white                                0.912   0.883
   86.8   3 dove_white                                0.908   0.879
   87.0   3 dove_white                                0.908   0.875
   87.0   3 dove_white                                0.904   0.872
   87.2   3 dove_white                                0.928   0.891
   87.2   3 dove_white                                0.905   0.878
   87.4   3 dove_white                                0.924   0.896
   87.4   3 dove_white                                0.906   0.883
   87.6   3 dove_white                                0.934   0.907
   87.6   3 dove_white                                0.926   0.904
   87.8   3 dove_white                                0.938   0.906
   87.8   3 dove_white                                0.921   0.898
   88.0   3 dove_white                                0.941   0.918
   88.0   3 dove_white                                0.940   0.911
   88.2   3 dove_white                                0.941   0.921
   88.2   3 dove_white                                0.925   0.890
   88.4   3 dove_white                                0.906   0.879
   88.4   3 dove_white                                0.903   0.870
   88.6   3 dove_white                                0.937   0.911
   88.6   3 dove_white                                0.891   0.861
   88.8   3 dove_white                                0.903   0.870
   88.8   3 dove_white                                0.865   0.835
   89.0   3 dove_white                                0.898   0.871
   89.0   3 dove_white                                0.855   0.821
   89.2   3 dove_white                                0.919   0.901
   89.2   3 dove_white                                0.821   0.795
   89.4   3 dove_white                                0.908   0.887
   89.4   3 dove_white                                0.898   0.866
   89.6   3 dove_white                                0.901   0.871
   89.6   3 dove_white                                0.834   0.801
   89.8   3 dove_white                                0.907   0.880
   89.8   3 dove_white                                0.837   0.802
   90.0   3 dove_white                                0.905   0.870
   90.0   3 dove_white                                0.840   0.806
   90.2   3 dove_white                                0.923   0.891
   90.2   3 dove_white                                0.877   0.841
   90.4   3 dove_white                                0.922   0.879
   90.4   3 dove_white                                0.871   0.842
   90.6   3 dove_white                                0.910   0.879
   90.6   3 dove_white                                0.877   0.839
   90.8   3 dove_white                                0.899   0.864
   90.8   3 dove_white                                0.804   0.784
   91.0   3 dove_white                                0.928   0.901
   91.0   3 dove_white                                0.614   0.600
   91.2   3 dove_white                                0.862   0.833
   91.4   3 dove_white                                0.920   0.889
   91.6   3 dove_white                                0.914   0.886
   91.8   3 dove_white                                0.906   0.876
   92.0   3 dove_white                                0.904   0.877
   92.2   3 dove_white                                0.925   0.889
   92.4   3 dove_white                                0.935   0.917
   92.6   3 dove_white                                0.843   0.820
   92.8   3 dove_white                                0.857   0.830
   93.0   3 dove_white                                0.871   0.845
   93.2   3 dove_white                                0.903   0.868
   93.4   3 dove_white                                0.873   0.830
   93.6   3 dove_white                                0.918   0.896
   93.8   3 dove_white                                0.919   0.896
   94.0   3 dove_white                                0.938   0.918
   94.2   3 dove_white                                0.940   0.925
   94.4   3 dove_white                                0.934   0.911
   94.6   3 dove_white                                0.929   0.903
   94.8   3 dove_white                                0.925   0.902
   95.0   3 dove_white                                0.936   0.917
   95.2   3 dove_white                                0.950   0.934
   95.4   3 dove_white                                0.939   0.918
   95.6   3 dove_white                                0.921   0.895
   95.8   3 dove_white                                0.928   0.903
   96.0   3 dove_white                                0.934   0.906
   96.2   3 dove_white                                0.938   0.919
   96.4   3 dove_white                                0.947   0.932
   96.6   3 dove_white                                0.951   0.937
   96.8   3 dove_white                                0.951   0.934
   97.0   3 dove_white                                0.940   0.921
   97.2   3 dove_white                                0.925   0.905
   97.4   3 dove_white                                0.916   0.888
   97.6   3 dove_white                                0.944   0.927
   97.8   3 dove_white                                0.955   0.939
   98.0   3 dove_white                                0.938   0.920
   98.2   3 dove_white                                0.939   0.923
   98.4   3 dove_white                                0.943   0.927
   98.6   3 dove_white                                0.953   0.939
   98.8   3 dove_white                                0.947   0.931
   99.0   3 dove_white                                0.937   0.919
   99.2   3 dove_white                                0.918   0.897
   99.4   3 dove_white                                0.925   0.907
   99.6   3 dove_white                                0.929   0.907
   99.8   3 dove_white                                0.928   0.905
