   time cam class                                      conf  margin
  143.0   2 chewy_dips_chocolate_chip                 0.505   0.396
  143.0   3 chewy_dips_chocolate_chip                 0.954   0.922
  143.0   3 chewy_dips_chocolate_chip                 0.891   0.850
  143.0   3 chewy_dips_chocolate_chip                 0.795   0.738
  143.0   3 chewy_dips_chocolate_chip                 0.738   0.450
  143.0   3 chewy_dips_chocolate_chip                 0.492   0.458
  143.0   3 chewy_dips_chocolate_chip                 0.478   0.379
  143.0   3 chewy_dips_chocolate_chip                 0.417   0.188
  143.0   3 chewy_dips_chocolate_chip                 0.393   0.371
  143.0   3 chewy_dips_chocolate_chip                 0.391   0.213
  143.0   4 chewy_dips_chocolate_chip                 0.547   0.502
  143.0   4 chewy_dips_chocolate_chip                 0.496   0.410
  143.0   4 chewy_dips_chocolate_chip                 0.402   0.371
  144.0   0 chewy_dips_chocolate_chip                 0.414   0.046
  144.0   1 chewy_dips_chocolate_chip                 0.390   0.095
  144.0   1 chewy_dips_chocolate_chip                 0.385   0.017
  144.0   2 chewy_dips_chocolate_chip                 0.966   0.953
  144.0   2 chewy_dips_chocolate_chip                 0.911   0.902
  144.0   2 chewy_dips_chocolate_chip                 0.780   0.633
  144.0   2 cheerios                                  0.711   0.533
  144.0   2 cheerios                                  0.436   0.007
  144.0   2 chewy_dips_chocolate_chip                 0.420   0.389
  144.0   2 cheerios                                  0.363   0.050
  144.0   3 chewy_dips_chocolate_chip                 0.949   0.911
  144.0   3 chewy_dips_chocolate_chip                 0.920   0.775
  144.0   3 chewy_dips_chocolate_chip                 0.905   0.792
  144.0   3 chewy_dips_chocolate_chip                 0.863   0.837
  144.0   3 chewy_dips_chocolate_chip                 0.861   0.704
  144.0   3 chewy_dips_chocolate_chip                 0.631   0.565
  144.0   3 chewy_dips_chocolate_chip                 0.506   0.107
  144.0   3 chewy_dips_chocolate_chip                 0.460   0.422
  144.0   3 chewy_dips_chocolate_chip                 0.432   0.253
  144.0   4 chewy_dips_chocolate_chip                 0.628   0.590
  144.0   4 chewy_dips_chocolate_chip                 0.621   0.573
  144.0   4 chewy_dips_chocolate_chip                 0.562   0.504
  144.0   4 chewy_dips_chocolate_chip                 0.395   0.296
  145.0   0 chewy_dips_chocolate_chip                 0.522   0.059
  145.0   1 chewy_dips_chocolate_chip                 0.468   0.119
  145.0   1 chewy_dips_chocolate_chip                 0.384   0.230
  145.0   1 chewy_dips_chocolate_chip                 0.374   0.254
  145.0   2 chewy_dips_chocolate_chip                 0.964   0.950
  145.0   2 chewy_dips_chocolate_chip                 0.860   0.845
  145.0   2 chewy_dips_chocolate_chip                 0.775   0.593
  145.0   2 cheerios                                  0.707   0.495
  145.0   2 chewy_dips_chocolate_chip                 0.604   0.576
  145.0   2 chewy_dips_chocolate_chip                 0.526   0.487
  145.0   2 chewy_dips_chocolate_chip                 0.425   0.402
  145.0   2 cheerios                                  0.396   0.009
  145.0   3 chewy_dips_chocolate_chip                 0.947   0.902
  145.0   3 chewy_dips_chocolate_chip                 0.924   0.730
  145.0   3 chewy_dips_chocolate_chip                 0.868   0.736
  145.0   3 chewy_dips_chocolate_chip                 0.818   0.778
  145.0   3 chewy_dips_chocolate_chip                 0.771   0.482
  145.0   3 chewy_dips_chocolate_chip                 0.731   0.690
  145.0   3 chewy_dips_chocolate_chip                 0.642   0.622
  145.0   3 chewy_dips_chocolate_chip                 0.515   0.447
  145.0   3 chewy_dips_chocolate_chip                 0.494   0.018
  145.0   3 chewy_dips_chocolate_chip                 0.457   0.062
  145.0   3 chewy_dips_chocolate_chip                 0.432   0.363
  145.0   3 chewy_dips_chocolate_chip                 0.415   0.359
  145.0   4 chewy_dips_chocolate_chip                 0.571   0.518
  145.0   4 chewy_dips_chocolate_chip                 0.567   0.540
  145.0   4 chewy_dips_chocolate_chip                 0.388   0.355
  145.0   4 chewy_dips_chocolate_chip                 0.384   0.347
  145.0   4 chewy_dips_chocolate_chip                 0.366   0.333
  146.0   0 chewy_dips_chocolate_chip                 0.462   0.009
  146.0   1 chewy_dips_chocolate_chip                 0.401   0.044
  146.0   2 chewy_dips_chocolate_chip                 0.969   0.955
  146.0   2 chewy_dips_chocolate_chip                 0.864   0.852
  146.0   2 cheerios                                  0.818   0.665
  146.0   2 chewy_dips_chocolate_chip                 0.744   0.620
  146.0   2 chewy_dips_chocolate_chip                 0.713   0.651
  146.0   2 chewy_dips_chocolate_chip                 0.703   0.663
  146.0   2 cheerios                                  0.376   0.136
  146.0   3 chewy_dips_chocolate_chip                 0.982   0.973
  146.0   3 chewy_dips_chocolate_chip                 0.980   0.962
  146.0   3 chewy_dips_chocolate_chip                 0.962   0.883
  146.0   3 chewy_dips_chocolate_chip                 0.899   0.832
  146.0   3 chewy_dips_chocolate_chip                 0.862   0.798
  146.0   3 chewy_dips_chocolate_chip                 0.825   0.598
  146.0   3 chewy_dips_chocolate_chip                 0.809   0.770
  146.0   3 chewy_dips_chocolate_chip                 0.748   0.728
  146.0   3 chewy_dips_chocolate_chip                 0.742   0.716
  146.0   3 chewy_dips_chocolate_chip                 0.415   0.287
  146.0   4 chewy_dips_chocolate_chip                 0.809   0.778
  146.0   4 chewy_dips_chocolate_chip                 0.809   0.782
  146.0   4 chewy_dips_chocolate_chip                 0.608   0.503
  147.0   0 chewy_dips_chocolate_chip                 0.493   0.039
  147.0   1 chewy_dips_chocolate_chip                 0.355   0.043
  147.0   2 chewy_dips_chocolate_chip                 0.968   0.956
  147.0   2 chewy_dips_chocolate_chip                 0.822   0.813
  147.0   2 chewy_dips_chocolate_chip                 0.808   0.755
  147.0   2 chewy_dips_chocolate_chip                 0.802   0.688
  147.0   2 cheerios                                  0.801   0.666
  147.0   2 cheerios                                  0.375   0.125
  147.0   3 chewy_dips_chocolate_chip                 0.979   0.960
  147.0   3 chewy_dips_chocolate_chip                 0.977   0.951
  147.0   3 chewy_dips_chocolate_chip                 0.959   0.910
  147.0   3 chewy_dips_chocolate_chip                 0.929   0.902
  147.0   3 chewy_dips_chocolate_chip                 0.863   0.824
  147.0   3 chewy_dips_chocolate_chip                 0.788   0.688
  147.0   3 chewy_dips_chocolate_chip                 0.725   0.563
  147.0   3 chewy_dips_chocolate_chip                 0.717   0.532
  147.0   3 chewy_dips_chocolate_chip                 0.645   0.597
  147.0   3 chewy_dips_chocolate_chip                 0.620   0.593
  147.0   3 chewy_dips_chocolate_chip                 0.532   0.499
  147.0   3 chewy_dips_chocolate_chip                 0.440   0.119
  147.0   3 chewy_dips_chocolate_chip                 0.433   0.081
  147.0   4 chewy_dips_chocolate_chip                 0.856   0.828
  147.0   4 chewy_dips_chocolate_chip                 0.844   0.818
  147.0   4 chewy_dips_chocolate_chip                 0.615   0.511
  147.0   4 chewy_dips_chocolate_chip                 0.417   0.370
  148.0   0 chewy_dips_chocolate_chip                 0.511   0.037
  148.0   1 chewy_dips_chocolate_chip                 0.359   0.040
  148.0   2 chewy_dips_chocolate_chip                 0.967   0.954
  148.0   2 chewy_dips_chocolate_chip                 0.812   0.804
  148.0   2 chewy_dips_chocolate_chip                 0.769   0.630
  148.0   2 cheerios                                  0.768   0.588
  148.0   2 chewy_dips_chocolate_chip                 0.633   0.604
  148.0   2 chewy_dips_chocolate_chip                 0.614   0.581
  148.0   2 cheerios                                  0.536   0.314
  148.0   3 chewy_dips_chocolate_chip                 0.981   0.957
  148.0   3 chewy_dips_chocolate_chip                 0.977   0.956
  148.0   3 chewy_dips_chocolate_chip                 0.964   0.910
  148.0   3 chewy_dips_chocolate_chip                 0.961   0.922
  148.0   3 chewy_dips_chocolate_chip                 0.798   0.643
  148.0   3 chewy_dips_chocolate_chip                 0.675   0.612
  148.0   3 chewy_dips_chocolate_chip                 0.663   0.601
  148.0   3 chewy_dips_chocolate_chip                 0.660   0.409
  148.0   3 chewy_dips_chocolate_chip                 0.516   0.457
  148.0   3 chewy_dips_chocolate_chip                 0.502   0.464
  148.0   3 chewy_dips_chocolate_chip                 0.443   0.031
  148.0   3 chewy_dips_chocolate_chip                 0.427   0.005
  148.0   3 chewy_dips_chocolate_chip                 0.422   0.353
  148.0   3 chewy_dips_chocolate_chip                 0.377   0.141
  148.0   3 chewy_dips_chocolate_chip                 0.361   0.303
  148.0   4 chewy_dips_chocolate_chip                 0.872   0.844
  148.0   4 chewy_dips_chocolate_chip                 0.827   0.800
  148.0   4 chewy_dips_chocolate_chip                 0.664   0.548
  148.0   4 chewy_dips_chocolate_chip                 0.533   0.465
  149.0   0 chewy_dips_chocolate_chip                 0.525   0.071
  149.0   1 chewy_dips_chocolate_chip                 0.377   0.038
  149.0   2 chewy_dips_chocolate_chip                 0.968   0.956
  149.0   2 chewy_dips_chocolate_chip                 0.896   0.890
  149.0   2 cheerios                                  0.791   0.597
  149.0   2 chewy_dips_chocolate_chip                 0.743   0.608
  149.0   2 chewy_dips_chocolate_chip                 0.685   0.646
  149.0   2 chewy_dips_chocolate_chip                 0.488   0.445
  149.0   2 cheerios                                  0.372   0.211
  149.0   2 chewy_dips_chocolate_chip                 0.351   0.321
  149.0   3 chewy_dips_chocolate_chip                 0.984   0.966
  149.0   3 chewy_dips_chocolate_chip                 0.980   0.960
  149.0   3 chewy_dips_chocolate_chip                 0.968   0.913
  149.0   3 chewy_dips_chocolate_chip                 0.951   0.865
  149.0   3 chewy_dips_chocolate_chip                 0.831   0.607
  149.0   3 chewy_dips_chocolate_chip                 0.803   0.551
  149.0   3 chewy_dips_chocolate_chip                 0.702   0.669
  149.0   3 chewy_dips_chocolate_chip                 0.684   0.616
  149.0   3 chewy_dips_chocolate_chip                 0.670   0.626
  149.0   3 chewy_dips_chocolate_chip                 0.616   0.543
  149.0   3 chewy_dips_chocolate_chip                 0.547   0.531
  149.0   3 chewy_dips_chocolate_chip                 0.534   0.500
  149.0   3 chewy_dips_chocolate_chip                 0.413   0.333
  149.0   4 chewy_dips_chocolate_chip                 0.875   0.854
  149.0   4 chewy_dips_chocolate_chip                 0.834   0.812
  149.0   4 chewy_dips_chocolate_chip                 0.788   0.724
  149.0   4 chewy_dips_chocolate_chip                 0.579   0.513
  149.0   4 chewy_dips_chocolate_chip                 0.385   0.342
  150.0   0 chewy_dips_chocolate_chip                 0.377   0.064
  150.0   2 chewy_dips_chocolate_chip                 0.966   0.952
  150.0   2 chewy_dips_chocolate_chip                 0.839   0.805
  150.0   2 cheerios                                  0.821   0.660
  150.0   2 chewy_dips_chocolate_chip                 0.681   0.632
  150.0   2 chewy_dips_chocolate_chip                 0.592   0.539
  150.0   2 chewy_dips_chocolate_chip                 0.428   0.324
  150.0   3 chewy_dips_chocolate_chip                 0.985   0.967
  150.0   3 chewy_dips_chocolate_chip                 0.983   0.965
  150.0   3 chewy_dips_chocolate_chip                 0.968   0.925
  150.0   3 chewy_dips_chocolate_chip                 0.945   0.839
  150.0   3 chewy_dips_chocolate_chip                 0.911   0.883
  150.0   3 chewy_dips_chocolate_chip                 0.873   0.750
  150.0   3 chewy_dips_chocolate_chip                 0.809   0.626
  150.0   3 chewy_dips_chocolate_chip                 0.772   0.733
  150.0   3 chewy_dips_chocolate_chip                 0.692   0.631
  150.0   3 chewy_dips_chocolate_chip                 0.587   0.477
  150.0   3 chewy_dips_chocolate_chip                 0.585   0.563
  150.0   3 chewy_dips_chocolate_chip                 0.544   0.432
  150.0   3 chewy_dips_chocolate_chip                 0.492   0.400
  150.0   3 chewy_dips_chocolate_chip                 0.458   0.253
  150.0   3 chewy_dips_chocolate_chip                 0.421   0.389
  150.0   3 chewy_dips_chocolate_chip                 0.403   0.236
  150.0   3 chewy_dips_chocolate_chip                 0.403   0.331
  150.0   3 chewy_dips_chocolate_chip                 0.360   0.275
  150.0   4 chewy_dips_chocolate_chip                 0.951   0.886
  150.0   4 chewy_dips_chocolate_chip                 0.938   0.922
  150.0   4 chewy_dips_chocolate_chip                 0.916   0.889
  150.0   4 chewy_dips_chocolate_chip                 0.603   0.535
  150.0   4 chewy_dips_chocolate_chip                 0.572   0.527
  151.0   2 chewy_dips_chocolate_chip                 0.967   0.956
  151.0   2 cheerios                                  0.828   0.670
  151.0   2 chewy_dips_chocolate_chip                 0.813   0.803
  151.0   2 chewy_dips_chocolate_chip                 0.757   0.696
  151.0   2 chewy_dips_chocolate_chip                 0.657   0.512
  151.0   2 cheerios                                  0.522   0.161
  151.0   3 chewy_dips_chocolate_chip                 0.985   0.970
  151.0   3 chewy_dips_chocolate_chip                 0.984   0.961
  151.0   3 chewy_dips_chocolate_chip                 0.962   0.903
  151.0   3 chewy_dips_chocolate_chip                 0.961   0.899
  151.0   3 chewy_dips_chocolate_chip                 0.955   0.944
  151.0   3 chewy_dips_chocolate_chip                 0.881   0.746
  151.0   3 chewy_dips_chocolate_chip                 0.818   0.599
  151.0   3 chewy_dips_chocolate_chip                 0.751   0.675
  151.0   3 chewy_dips_chocolate_chip                 0.728   0.656
  151.0   3 chewy_dips_chocolate_chip                 0.697   0.369
  151.0   3 chewy_dips_chocolate_chip                 0.550   0.536
  151.0   3 chewy_dips_chocolate_chip                 0.535   0.125
  151.0   3 chewy_dips_chocolate_chip                 0.403   0.373
  151.0   3 chewy_dips_chocolate_chip                 0.359   0.243
  151.0   4 chewy_dips_chocolate_chip                 0.927   0.911
  151.0   4 chewy_dips_chocolate_chip                 0.890   0.807
  151.0   4 chewy_dips_chocolate_chip                 0.884   0.853
  151.0   4 chewy_dips_chocolate_chip                 0.609   0.543
  151.0   4 chewy_dips_chocolate_chip                 0.548   0.505
  152.0   0 chewy_dips_chocolate_chip                 0.547   0.245
  152.0   1 chewy_dips_chocolate_chip                 0.549   0.094
  152.0   2 chewy_dips_chocolate_chip                 0.964   0.951
  152.0   2 chewy_dips_chocolate_chip                 0.855   0.847
  152.0   2 cheerios                                  0.842   0.663
  152.0   2 chewy_dips_chocolate_chip                 0.633   0.493
  152.0   2 cheerios                                  0.483   0.351
  152.0   2 chewy_dips_chocolate_chip                 0.481   0.439
  152.0   2 cheerios                                  0.371   0.194
  152.0   3 chewy_dips_chocolate_chip                 0.985   0.976
  152.0   3 chewy_dips_chocolate_chip                 0.971   0.930
  152.0   3 chewy_dips_chocolate_chip                 0.966   0.962
  152.0   3 chewy_dips_chocolate_chip                 0.959   0.925
  152.0   3 chewy_dips_chocolate_chip                 0.939   0.875
  152.0   3 chewy_dips_chocolate_chip                 0.835   0.757
  152.0   3 chewy_dips_chocolate_chip                 0.832   0.725
  152.0   3 chewy_dips_chocolate_chip                 0.786   0.724
  152.0   3 chewy_dips_chocolate_chip                 0.658   0.543
  152.0   3 chewy_dips_chocolate_chip                 0.644   0.547
  152.0   3 chewy_dips_chocolate_chip                 0.577   0.041
  152.0   3 chewy_dips_chocolate_chip                 0.532   0.516
  152.0   3 chewy_dips_chocolate_chip                 0.413   0.366
  152.0   4 chewy_dips_chocolate_chip                 0.948   0.929
  152.0   4 chewy_dips_chocolate_chip                 0.926   0.806
  152.0   4 chewy_dips_chocolate_chip                 0.812   0.781
  152.0   4 chewy_dips_chocolate_chip                 0.692   0.588
  152.0   4 chewy_dips_chocolate_chip                 0.489   0.424
  152.0   4 chewy_dips_chocolate_chip                 0.445   0.268
  152.0   4 chewy_dips_chocolate_chip                 0.393   0.285
  153.0   0 chewy_dips_chocolate_chip                 0.630   0.325
  153.0   0 chewy_dips_chocolate_chip                 0.445   0.183
  153.0   2 chewy_dips_chocolate_chip                 0.966   0.954
  153.0   2 cheerios                                  0.858   0.672
  153.0   2 chewy_dips_chocolate_chip                 0.834   0.806
  153.0   2 chewy_dips_chocolate_chip                 0.519   0.418
  153.0   3 chewy_dips_chocolate_chip                 0.986   0.976
  153.0   3 chewy_dips_chocolate_chip                 0.977   0.971
  153.0   3 chewy_dips_chocolate_chip                 0.959   0.921
  153.0   3 chewy_dips_chocolate_chip                 0.923   0.901
  153.0   3 chewy_dips_chocolate_chip                 0.892   0.869
  153.0   3 chewy_dips_chocolate_chip                 0.883   0.842
  153.0   3 chewy_dips_chocolate_chip                 0.845   0.603
  153.0   3 chewy_dips_chocolate_chip                 0.770   0.629
  153.0   3 chewy_dips_chocolate_chip                 0.751   0.510
  153.0   3 chewy_dips_chocolate_chip                 0.751   0.702
  153.0   3 chewy_dips_chocolate_chip                 0.731   0.677
  153.0   3 chewy_dips_chocolate_chip                 0.697   0.640
  153.0   3 chewy_dips_chocolate_chip                 0.695   0.653
  153.0   3 chewy_dips_chocolate_chip                 0.518   0.503
  153.0   3 chewy_dips_chocolate_chip                 0.474   0.393
  153.0   3 chewy_dips_chocolate_chip                 0.377   0.320
  153.0   4 chewy_dips_chocolate_chip                 0.952   0.934
  153.0   4 chewy_dips_chocolate_chip                 0.914   0.818
  153.0   4 chewy_dips_chocolate_chip                 0.839   0.811
  153.0   4 chewy_dips_chocolate_chip                 0.452   0.265
  154.0   0 chewy_dips_chocolate_chip                 0.619   0.342
  154.0   0 chewy_dips_chocolate_chip                 0.454   0.195
  154.0   0 chewy_dips_chocolate_chip                 0.374   0.258
  154.0   0 chewy_dips_chocolate_chip                 0.371   0.164
  154.0   2 chewy_dips_chocolate_chip                 0.962   0.950
  154.0   2 cheerios                                  0.844   0.678
  154.0   2 chewy_dips_chocolate_chip                 0.809   0.788
  154.0   2 chewy_dips_chocolate_chip                 0.572   0.522
  154.0   2 chewy_dips_chocolate_chip                 0.503   0.425
  154.0   2 cheerios                                  0.458   0.325
  154.0   2 chewy_dips_chocolate_chip                 0.452   0.407
  154.0   2 chewy_dips_chocolate_chip                 0.378   0.339
  154.0   2 cheerios                                  0.361   0.242
  154.0   3 chewy_dips_chocolate_chip                 0.983   0.970
  154.0   3 chewy_dips_chocolate_chip                 0.982   0.969
  154.0   3 chewy_dips_chocolate_chip                 0.977   0.939
  154.0   3 chewy_dips_chocolate_chip                 0.956   0.890
  154.0   3 chewy_dips_chocolate_chip                 0.951   0.895
  154.0   3 chewy_dips_chocolate_chip                 0.909   0.898
  154.0   3 chewy_dips_chocolate_chip                 0.893   0.859
  154.0   3 chewy_dips_chocolate_chip                 0.736   0.607
  154.0   3 chewy_dips_chocolate_chip                 0.686   0.599
  154.0   3 chewy_dips_chocolate_chip                 0.633   0.515
  154.0   3 chewy_dips_chocolate_chip                 0.615   0.543
  154.0   3 chewy_dips_chocolate_chip                 0.601   0.511
  154.0   3 chewy_dips_chocolate_chip                 0.594   0.485
  154.0   3 chewy_dips_chocolate_chip                 0.452   0.093
  154.0   4 chewy_dips_chocolate_chip                 0.957   0.935
  154.0   4 chewy_dips_chocolate_chip                 0.904   0.816
  154.0   4 chewy_dips_chocolate_chip                 0.805   0.777
  154.0   4 chewy_dips_chocolate_chip                 0.577   0.498
  154.0   4 chewy_dips_chocolate_chip                 0.554   0.514
  155.0   0 chewy_dips_chocolate_chip                 0.543   0.320
  155.0   0 chewy_dips_chocolate_chip                 0.428   0.172
  155.0   0 chewy_dips_chocolate_chip                 0.398   0.296
  155.0   1 chewy_dips_chocolate_chip                 0.573   0.467
  155.0   1 chewy_dips_chocolate_chip                 0.490   0.298
  155.0   1 chewy_dips_chocolate_chip                 0.452   0.227
  155.0   1 chewy_dips_chocolate_chip                 0.410   0.202
  155.0   2 chewy_dips_chocolate_chip                 0.963   0.951
  155.0   2 cheerios                                  0.872   0.716
  155.0   2 chewy_dips_chocolate_chip                 0.814   0.769
  155.0   2 chewy_dips_chocolate_chip                 0.532   0.463
  155.0   2 cheerios                                  0.394   0.256
  155.0   3 chewy_dips_chocolate_chip                 0.982   0.967
  155.0   3 chewy_dips_chocolate_chip                 0.980   0.964
  155.0   3 chewy_dips_chocolate_chip                 0.977   0.964
  155.0   3 chewy_dips_chocolate_chip                 0.929   0.883
  155.0   3 chewy_dips_chocolate_chip                 0.861   0.803
  155.0   3 chewy_dips_chocolate_chip                 0.846   0.672
  155.0   3 chewy_dips_chocolate_chip                 0.829   0.775
  155.0   3 chewy_dips_chocolate_chip                 0.805   0.673
  155.0   3 chewy_dips_chocolate_chip                 0.740   0.697
  155.0   3 chewy_dips_chocolate_chip                 0.712   0.379
  155.0   3 chewy_dips_chocolate_chip                 0.497   0.462
  155.0   3 chewy_dips_chocolate_chip                 0.366   0.286
  155.0   4 chewy_dips_chocolate_chip                 0.958   0.936
  155.0   4 chewy_dips_chocolate_chip                 0.929   0.821
  155.0   4 chewy_dips_chocolate_chip                 0.728   0.695
  155.0   4 chewy_dips_chocolate_chip                 0.354   0.298
  156.0   0 chewy_dips_chocolate_chip                 0.578   0.315
  156.0   0 chewy_dips_chocolate_chip                 0.384   0.298
  156.0   0 chewy_dips_chocolate_chip                 0.365   0.097
  156.0   1 chewy_dips_chocolate_chip                 0.667   0.482
  156.0   1 chewy_dips_chocolate_chip                 0.469   0.163
  156.0   2 chewy_dips_chocolate_chip                 0.965   0.951
  156.0   2 cheerios                                  0.848   0.697
  156.0   2 chewy_dips_chocolate_chip                 0.766   0.737
  156.0   2 cheerios                                  0.494   0.268
  156.0   2 chewy_dips_chocolate_chip                 0.494   0.397
  156.0   2 cheerios                                  0.438   0.332
  156.0   2 chewy_dips_chocolate_chip                 0.417   0.371
  156.0   2 chewy_dips_chocolate_chip                 0.403   0.258
  156.0   3 chewy_dips_chocolate_chip                 0.983   0.971
  156.0   3 chewy_dips_chocolate_chip                 0.977   0.970
  156.0   3 chewy_dips_chocolate_chip                 0.946   0.812
  156.0   3 chewy_dips_chocolate_chip                 0.937   0.890
  156.0   3 chewy_dips_chocolate_chip                 0.913   0.893
  156.0   3 chewy_dips_chocolate_chip                 0.896   0.881
  156.0   3 chewy_dips_chocolate_chip                 0.895   0.813
  156.0   3 chewy_dips_chocolate_chip                 0.844   0.824
  156.0   3 chewy_dips_chocolate_chip                 0.804   0.736
  156.0   3 chewy_dips_chocolate_chip                 0.731   0.646
  156.0   3 chewy_dips_chocolate_chip                 0.568   0.529
  156.0   3 chewy_dips_chocolate_chip                 0.541   0.493
  156.0   3 chewy_dips_chocolate_chip                 0.436   0.241
  156.0   3 chewy_dips_chocolate_chip                 0.380   0.352
  156.0   3 chewy_dips_chocolate_chip                 0.353   0.106
  156.0   4 chewy_dips_chocolate_chip                 0.949   0.927
  156.0   4 chewy_dips_chocolate_chip                 0.927   0.833
  156.0   4 chewy_dips_chocolate_chip                 0.774   0.742
  156.0   4 chewy_dips_chocolate_chip                 0.491   0.421
  156.0   4 chewy_dips_chocolate_chip                 0.369   0.262
  157.0   0 chewy_dips_chocolate_chip                 0.566   0.426
  157.0   0 chewy_dips_chocolate_chip                 0.453   0.301
  157.0   0 chewy_dips_chocolate_chip                 0.415   0.079
  157.0   0 chewy_dips_chocolate_chip                 0.370   0.046
  157.0   1 reeses_pieces                             0.781   0.686
  157.0   1 chewy_dips_chocolate_chip                 0.542   0.419
  157.0   1 chewy_dips_chocolate_chip                 0.476   0.387
  157.0   1 chewy_dips_chocolate_chip                 0.449   0.246
  157.0   1 chewy_dips_chocolate_chip                 0.425   0.206
  157.0   1 chewy_dips_chocolate_chip                 0.368   0.214
  157.0   2 chewy_dips_chocolate_chip                 0.962   0.949
  157.0   2 cheerios                                  0.839   0.699
  157.0   2 chewy_dips_chocolate_chip                 0.819   0.789
  157.0   2 chewy_dips_chocolate_chip                 0.525   0.473
  157.0   2 chewy_dips_chocolate_chip                 0.388   0.342
  157.0   2 chewy_dips_chocolate_chip                 0.387   0.053
  157.0   3 chewy_dips_chocolate_chip                 0.982   0.972
  157.0   3 chewy_dips_chocolate_chip                 0.968   0.954
  157.0   3 chewy_dips_chocolate_chip                 0.967   0.892
  157.0   3 chewy_dips_chocolate_chip                 0.963   0.957
  157.0   3 reeses_pieces                             0.928   0.868
  157.0   3 chewy_dips_chocolate_chip                 0.890   0.752
  157.0   3 chewy_dips_chocolate_chip                 0.783   0.547
  157.0   3 chewy_dips_chocolate_chip                 0.752   0.686
  157.0   3 chewy_dips_chocolate_chip                 0.716   0.651
  157.0   3 chewy_dips_chocolate_chip                 0.661   0.620
  157.0   3 chewy_dips_chocolate_chip                 0.528   0.437
  157.0   3 chewy_dips_chocolate_chip                 0.507   0.405
  157.0   3 chewy_dips_chocolate_chip                 0.506   0.310
  157.0   3 chewy_dips_chocolate_chip                 0.370   0.313
  157.0   3 chewy_dips_chocolate_chip                 0.353   0.331
  157.0   4 chewy_dips_chocolate_chip                 0.957   0.939
  157.0   4 chewy_dips_chocolate_chip                 0.935   0.810
