   time cam class                                      conf  margin
   13.0   1 frappuccino_coffee                        0.405   0.375
   13.0   2 frappuccino_coffee                        0.963   0.948
   13.0   3 frappuccino_coffee                        0.933   0.904
   14.0   1 hunts_sauce                               0.527   0.442
   14.0   1 hunts_sauce                               0.462   0.356
   14.0   1 hunts_sauce                               0.413   0.344
   14.0   1 hunts_sauce                               0.391   0.345
   14.0   2 frappuccino_coffee                        0.963   0.948
   14.0   3 frappuccino_coffee                        0.939   0.914
   15.0   1 hunts_sauce                               0.553   0.415
   15.0   1 frappuccino_coffee                        0.450   0.415
   15.0   1 hunts_sauce                               0.379   0.304
   15.0   1 hunts_sauce                               0.364   0.293
   15.0   2 frappuccino_coffee                        0.966   0.950
   15.0   3 frappuccino_coffee                        0.958   0.919
   16.0   1 hunts_sauce                               0.448   0.340
   16.0   1 hunts_sauce                               0.424   0.343
   16.0   1 hunts_sauce                               0.396   0.355
   16.0   2 frappuccino_coffee                        0.966   0.950
   17.0   1 hunts_sauce                               0.492   0.390
   17.0   1 hunts_sauce                               0.491   0.417
   17.0   1 hunts_sauce                               0.441   0.364
   17.0   2 frappuccino_coffee                        0.963   0.946
   18.0   1 hunts_sauce                               0.451   0.346
   18.0   1 hunts_sauce                               0.448   0.335
   18.0   2 frappuccino_coffee                        0.958   0.935
   19.0   1 hunts_sauce                               0.408   0.341
   19.0   1 hunts_sauce                               0.350   0.314
   19.0   2 frappuccino_coffee                        0.949   0.928
   20.0   1 hunts_sauce                               0.458   0.364
   20.0   1 hunts_sauce                               0.416   0.361
   20.0   2 frappuccino_coffee                        0.957   0.930
   21.0   1 hunts_sauce                               0.429   0.378
   22.0   1 hunts_sauce                               0.666   0.584
   22.0   1 hunts_sauce                               0.480   0.418
   22.0   1 hunts_sauce                               0.403   0.355
   22.0   1 hunts_sauce                               0.369   0.331
   26.0   0 hunts_sauce                               0.492   0.368
   27.0   0 hunts_sauce                               0.644   0.504
   27.0   0 hunts_sauce                               0.454   0.405
   28.0   0 hunts_sauce                               0.632   0.513
   29.0   0 hunts_sauce                               0.881   0.817
   29.0   0 hunts_sauce                               0.731   0.693
   29.0   0 hunts_sauce                               0.431   0.410
   29.0   0 hunts_sauce                               0.423   0.382
   30.0   0 hunts_sauce                               0.876   0.834
   30.0   0 hunts_sauce                               0.746   0.721
   30.0   0 hunts_sauce                               0.618   0.597
   31.0   0 hunts_sauce                               0.945   0.919
   31.0   0 hunts_sauce                               0.906   0.890
   31.0   0 hunts_sauce                               0.714   0.686
   31.0   0 hunts_sauce                               0.579   0.496
   32.0   0 hunts_sauce                               0.926   0.898
   32.0   0 hunts_sauce                               0.863   0.842
   32.0   0 hunts_sauce                               0.580   0.565
   32.0   0 hunts_sauce                               0.555   0.495
   33.0   0 hunts_sauce                               0.946   0.918
   33.0   0 hunts_sauce                               0.883   0.867
   33.0   0 hunts_sauce                               0.829   0.814
   33.0   0 hunts_sauce                               0.736   0.679
   33.0   0 hunts_sauce                               0.679   0.594
   34.0   0 hunts_sauce                               0.945   0.916
   34.0   0 hunts_sauce                               0.910   0.892
   34.0   0 hunts_sauce                               0.660   0.585
   34.0   0 hunts_sauce                               0.653   0.600
   35.0   0 hunts_sauce                               0.941   0.914
   35.0   0 hunts_sauce                               0.912   0.895
   35.0   0 hunts_sauce                               0.840   0.824
   35.0   0 hunts_sauce                               0.639   0.589
   35.0   0 hunts_sauce                               0.602   0.520
   36.0   0 hunts_sauce                               0.950   0.921
   36.0   0 hunts_sauce                               0.934   0.918
   36.0   0 hunts_sauce                               0.858   0.826
   36.0   0 hunts_sauce                               0.709   0.638
   36.0   0 hunts_sauce                               0.635   0.575
   37.0   0 hunts_sauce                               0.948   0.915
   37.0   0 hunts_sauce                               0.936   0.919
   37.0   0 hunts_sauce                               0.854   0.820
   37.0   0 hunts_sauce                               0.703   0.626
   37.0   0 hunts_sauce                               0.652   0.578
   37.0   0 hunts_sauce                               0.365   0.324
   38.0   0 hunts_sauce                               0.944   0.914
   38.0   0 hunts_sauce                               0.916   0.900
   38.0   0 hunts_sauce                               0.808   0.757
   38.0   0 hunts_sauce                               0.709   0.670
   38.0   0 hunts_sauce                               0.509   0.454
   38.0   0 hunts_sauce                               0.499   0.425
   38.0   0 hunts_sauce                               0.396   0.297
   39.0   0 hunts_sauce                               0.949   0.920
   39.0   0 hunts_sauce                               0.921   0.908
   39.0   0 hunts_sauce                               0.813   0.788
   39.0   0 hunts_sauce                               0.636   0.568
   39.0   0 hunts_sauce                               0.535   0.469
   40.0   0 hunts_sauce                               0.935   0.893
   40.0   0 hunts_sauce                               0.879   0.862
   40.0   0 hunts_sauce                               0.789   0.756
   40.0   0 hunts_sauce                               0.630   0.549
   40.0   0 hunts_sauce                               0.559   0.512
   41.0   0 hunts_sauce                               0.931   0.900
   41.0   0 hunts_sauce                               0.860   0.842
   41.0   0 hunts_sauce                               0.627   0.605
   41.0   0 hunts_sauce                               0.573   0.517
   41.0   0 hunts_sauce                               0.547   0.483
   42.0   0 hunts_sauce                               0.890   0.850
   42.0   0 hunts_sauce                               0.731   0.707
   42.0   0 hunts_sauce                               0.661   0.631
   43.0   0 hunts_sauce                               0.899   0.851
   43.0   0 hunts_sauce                               0.726   0.702
   43.0   0 hunts_sauce                               0.548   0.506
   44.0   0 hunts_sauce                               0.828   0.747
   44.0   0 hunts_sauce                               0.716   0.684
   44.0   0 hunts_sauce                               0.451   0.428
   45.0   0 hunts_sauce                               0.834   0.750
   45.0   0 hunts_sauce                               0.690   0.642
   46.0   0 hunts_sauce                               0.875   0.801
   46.0   0 hunts_sauce                               0.737   0.706
   46.0   0 hunts_sauce                               0.437   0.419
   46.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.437   0.237
   47.0   0 hunts_sauce                               0.795   0.717
   47.0   0 hunts_sauce                               0.666   0.631
   47.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.467   0.416
   47.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.435   0.321
   47.0   1 pepperidge_farm_milk_chocolate_macadamia_cookies  0.500   0.439
   47.0   1 pepperidge_farm_milk_chocolate_macadamia_cookies  0.356   0.307
   47.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.588   0.507
   48.0   0 hunts_sauce                               0.762   0.714
   48.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.689   0.666
   48.0   0 hunts_sauce                               0.641   0.614
   48.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.352   0.335
   48.0   1 pepperidge_farm_milk_chocolate_macadamia_cookies  0.434   0.397
   48.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.552   0.481
   49.0   0 hunts_sauce                               0.779   0.702
   49.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.745   0.712
   49.0   0 hunts_sauce                               0.615   0.581
   49.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.473   0.457
   49.0   1 pepperidge_farm_milk_chocolate_macadamia_cookies  0.539   0.486
   49.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.598   0.532
   49.0   3 hunts_sauce                               0.769   0.720
   49.0   3 hunts_sauce                               0.609   0.562
   49.0   3 hunts_sauce                               0.352   0.324
   49.0   4 hunts_sauce                               0.930   0.915
   50.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.949   0.919
   50.0   0 hunts_sauce                               0.589   0.519
   50.0   0 hunts_sauce                               0.472   0.424
   50.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.718   0.655
   50.0   3 hunts_sauce                               0.494   0.402
   50.0   3 hunts_sauce                               0.488   0.417
   50.0   3 hunts_sauce                               0.480   0.424
   50.0   3 hunts_sauce                               0.426   0.232
   50.0   3 hunts_sauce                               0.417   0.333
   50.0   3 hunts_sauce                               0.413   0.368
   50.0   3 hunts_sauce                               0.408   0.308
   50.0   3 hunts_sauce                               0.386   0.304
   50.0   3 hunts_sauce                               0.366   0.328
   51.0   0 hunts_sauce                               0.975   0.962
   51.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.950   0.910
   51.0   0 hunts_sauce                               0.367   0.273
   51.0   1 pepperidge_farm_milk_chocolate_macadamia_cookies  0.411   0.358
   51.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.667   0.610
   51.0   3 hunts_sauce                               0.835   0.762
   51.0   3 hunts_sauce                               0.672   0.564
   51.0   3 hunts_sauce                               0.641   0.608
   51.0   3 hunts_sauce                               0.479   0.402
   51.0   3 hunts_sauce                               0.453   0.326
   51.0   3 hunts_sauce                               0.369   0.273
   52.0   0 hunts_sauce                               0.974   0.961
   52.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.947   0.909
   52.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.702   0.639
   52.0   3 hunts_sauce                               0.812   0.738
   52.0   3 hunts_sauce                               0.691   0.528
   52.0   3 hunts_sauce                               0.615   0.567
   52.0   3 hunts_sauce                               0.435   0.399
   52.0   3 hunts_sauce                               0.432   0.379
   52.0   3 hunts_sauce                               0.408   0.322
   52.0   3 hunts_sauce                               0.359   0.327
   53.0   0 hunts_sauce                               0.978   0.967
   53.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.967   0.944
   53.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.654   0.595
   54.0   0 hunts_sauce                               0.978   0.966
   54.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.964   0.936
   54.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.690   0.624
   55.0   0 hunts_sauce                               0.978   0.966
   55.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.970   0.946
   55.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.660   0.594
   56.0   0 hunts_sauce                               0.976   0.963
   56.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.971   0.947
   56.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.742   0.673
   57.0   0 hunts_sauce                               0.977   0.964
   57.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.966   0.948
   57.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.698   0.645
   58.0   0 hunts_sauce                               0.976   0.964
   58.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.968   0.943
   58.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.723   0.671
   59.0   0 hunts_sauce                               0.977   0.963
   59.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.969   0.953
   59.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.802   0.745
   60.0   0 hunts_sauce                               0.979   0.966
   60.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.969   0.951
   60.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.743   0.676
   61.0   0 hunts_sauce                               0.977   0.964
   61.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.969   0.950
   61.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.714   0.648
   62.0   0 hunts_sauce                               0.978   0.965
   62.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.969   0.948
   62.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.818   0.758
   62.0   3 dove_white                                0.744   0.721
   62.0   3 dove_white                                0.455   0.403
   63.0   0 hunts_sauce                               0.979   0.964
   63.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.970   0.953
   63.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.774   0.716
   63.0   3 dove_white                                0.963   0.937
   63.0   3 dove_white                                0.860   0.839
   63.0   3 dove_white                                0.504   0.476
   64.0   0 hunts_sauce                               0.977   0.964
   64.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.970   0.950
   64.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.730   0.677
   64.0   3 dove_white                                0.967   0.926
   64.0   3 dove_white                                0.849   0.826
   64.0   3 dove_white                                0.639   0.604
   65.0   0 hunts_sauce                               0.980   0.967
   65.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.973   0.955
   65.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.716   0.643
   65.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.413   0.249
   65.0   3 dove_white                                0.967   0.937
   65.0   3 dove_white                                0.901   0.882
   65.0   3 pepperidge_farm_milk_chocolate_macadamia_cookies  0.368   0.018
   66.0   0 hunts_sauce                               0.980   0.968
   66.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.971   0.956
   66.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.726   0.671
   66.0   3 dove_white                                0.967   0.935
   66.0   3 dove_white                                0.931   0.909
   66.0   3 dove_white                                0.362   0.340
   67.0   0 hunts_sauce                               0.980   0.965
   67.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.972   0.952
   67.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.720   0.664
   67.0   3 dove_white                                0.968   0.929
   67.0   3 dove_white                                0.926   0.901
   68.0   0 hunts_sauce                               0.979   0.965
   68.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.977   0.961
   68.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.726   0.677
   68.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.463   0.237
   68.0   3 dove_white                                0.968   0.930
   68.0   3 dove_white                                0.904   0.882
   69.0   0 hunts_sauce                               0.980   0.966
   69.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.972   0.956
   69.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.759   0.702
   69.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.417   0.215
   69.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.375   0.306
   69.0   3 dove_white                                0.967   0.928
   69.0   3 dove_white                                0.927   0.902
   69.0   3 dove_white                                0.439   0.418
   70.0   0 hunts_sauce                               0.983   0.969
   70.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.972   0.953
   70.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.753   0.693
   70.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.463   0.249
   70.0   3 dove_white                                0.972   0.925
   70.0   3 dove_white                                0.924   0.902
   70.0   3 pepperidge_farm_milk_chocolate_macadamia_cookies  0.388   0.089
   71.0   0 hunts_sauce                               0.980   0.965
   71.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.976   0.961
   71.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.710   0.644
   71.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.624   0.305
   71.0   3 dove_white                                0.967   0.929
   71.0   3 dove_white                                0.929   0.909
   71.0   3 pepperidge_farm_milk_chocolate_macadamia_cookies  0.439   0.172
   72.0   0 hunts_sauce                               0.979   0.964
   72.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.970   0.951
   72.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.674   0.599
   72.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.497   0.279
   72.0   3 dove_white                                0.970   0.929
   72.0   3 dove_white                                0.933   0.910
   72.0   3 pepperidge_farm_milk_chocolate_macadamia_cookies  0.378   0.015
   73.0   0 hunts_sauce                               0.979   0.963
   73.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.976   0.958
   73.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.706   0.637
   73.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.515   0.245
   73.0   3 dove_white                                0.961   0.933
   73.0   3 dove_white                                0.919   0.901
   73.0   3 pepperidge_farm_milk_chocolate_macadamia_cookies  0.382   0.124
   74.0   0 hunts_sauce                               0.978   0.963
   74.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.975   0.957
   74.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.699   0.627
   74.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.648   0.365
   74.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.399   0.163
   74.0   3 dove_white                                0.963   0.938
   74.0   3 dove_white                                0.931   0.912
   74.0   3 pepperidge_farm_milk_chocolate_macadamia_cookies  0.386   0.048
   75.0   0 hunts_sauce                               0.979   0.964
   75.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.975   0.950
   75.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.688   0.626
   75.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.432   0.260
   75.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.408   0.181
   75.0   3 dove_white                                0.968   0.935
   75.0   3 dove_white                                0.913   0.895
   76.0   0 hunts_sauce                               0.978   0.962
   76.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.972   0.950
   76.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.681   0.622
   76.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.644   0.454
   76.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.526   0.252
   76.0   3 dove_white                                0.960   0.927
   76.0   3 dove_white                                0.920   0.898
   76.0   3 pepperidge_farm_milk_chocolate_macadamia_cookies  0.417   0.174
   77.0   0 hunts_sauce                               0.978   0.963
   77.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.973   0.952
   77.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.633   0.577
   77.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.583   0.467
   77.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.553   0.330
   77.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.442   0.309
   77.0   3 dove_white                                0.950   0.932
   77.0   3 dove_white                                0.531   0.507
   77.0   3 pepperidge_farm_milk_chocolate_macadamia_cookies  0.414   0.209
   78.0   0 hunts_sauce                               0.977   0.961
   78.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.973   0.953
   78.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.605   0.238
   78.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.556   0.487
   78.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.452   0.280
   78.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.357   0.299
   78.0   3 dove_white                                0.944   0.919
   78.0   3 dove_white                                0.928   0.908
   78.0   3 pepperidge_farm_milk_chocolate_macadamia_cookies  0.417   0.136
   79.0   0 hunts_sauce                               0.979   0.962
   79.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.972   0.952
   79.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.773   0.395
   79.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.570   0.504
   79.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.436   0.367
   79.0   3 dove_white                                0.948   0.922
   79.0   3 dove_white                                0.907   0.890
   79.0   3 pepperidge_farm_milk_chocolate_macadamia_cookies  0.460   0.186
   80.0   0 hunts_sauce                               0.977   0.959
   80.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.972   0.945
   80.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.667   0.430
   80.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.578   0.512
   80.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.469   0.240
   80.0   3 dove_white                                0.958   0.930
   80.0   3 dove_white                                0.933   0.910
   80.0   3 pepperidge_farm_milk_chocolate_macadamia_cookies  0.474   0.195
   81.0   0 hunts_sauce                               0.977   0.959
   81.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.972   0.951
   81.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.834   0.564
   81.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.598   0.534
   81.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.519   0.261
   81.0   3 dove_white                                0.946   0.922
   81.0   3 dove_white                                0.911   0.892
   81.0   3 pepperidge_farm_milk_chocolate_macadamia_cookies  0.525   0.161
   82.0   0 hunts_sauce                               0.977   0.961
   82.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.973   0.952
   82.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.860   0.567
   82.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.619   0.562
   82.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.556   0.265
   82.0   3 dove_white                                0.943   0.918
   82.0   3 dove_white                                0.929   0.908
   82.0   3 pepperidge_farm_milk_chocolate_macadamia_cookies  0.539   0.297
   83.0   0 hunts_sauce                               0.978   0.959
   83.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.974   0.952
   83.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.741   0.337
   83.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.594   0.531
   83.0   3 dove_white                                0.947   0.931
   83.0   3 dove_white                                0.941   0.913
   83.0   3 pepperidge_farm_milk_chocolate_macadamia_cookies  0.479   0.282
   84.0   0 hunts_sauce                               0.978   0.959
   84.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.972   0.952
   84.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.847   0.567
   84.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.546   0.290
   84.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.517   0.451
   84.0   3 dove_white                                0.953   0.935
   84.0   3 dove_white                                0.942   0.906
   84.0   3 pepperidge_farm_milk_chocolate_macadamia_cookies  0.563   0.203
   85.0   0 hunts_sauce                               0.978   0.957
   85.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.975   0.951
   85.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.610   0.338
   85.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.588   0.531
   85.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.452   0.367
   85.0   3 dove_white                                0.896   0.870
   85.0   3 dove_white                                0.896   0.862
   85.0   3 dove_white                                0.670   0.651
   85.0   3 pepperidge_farm_milk_chocolate_macadamia_cookies  0.508   0.252
   85.0   3 pepperidge_farm_milk_chocolate_macadamia_cookies  0.390   0.249
   86.0   0 hunts_sauce                               0.978   0.958
   86.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.974   0.956
   86.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.679   0.366
   86.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.493   0.432
   86.0   3 dove_white                                0.937   0.915
   86.0   3 dove_white                                0.844   0.826
   86.0   3 dove_white                                0.785   0.769
   86.0   3 pepperidge_farm_milk_chocolate_macadamia_cookies  0.608   0.362
   86.0   3 pepperidge_farm_milk_chocolate_macadamia_cookies  0.359   0.240
   87.0   0 hunts_sauce                               0.977   0.958
   87.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.970   0.948
   87.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.819   0.444
   87.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.515   0.453
   87.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.395   0.339
   87.0   3 dove_white                                0.908   0.875
   87.0   3 dove_white                                0.904   0.872
   87.0   3 pepperidge_farm_milk_chocolate_macadamia_cookies  0.567   0.364
   88.0   0 hunts_sauce                               0.975   0.950
   88.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.974   0.952
   88.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.868   0.555
   88.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.559   0.394
   88.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.513   0.445
   88.0   3 dove_white                                0.941   0.918
   88.0   3 dove_white                                0.940   0.911
   88.0   3 pepperidge_farm_milk_chocolate_macadamia_cookies  0.540   0.362
   89.0   0 hunts_sauce                               0.976   0.957
   89.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.970   0.951
   89.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.815   0.477
   89.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.510   0.444
   89.0   3 dove_white                                0.898   0.871
   89.0   3 dove_white                                0.855   0.821
   89.0   3 pepperidge_farm_milk_chocolate_macadamia_cookies  0.593   0.375
