   time cam class                                      conf  margin
   13.0   1 frappuccino_coffee                        0.405   0.375
   13.0   2 frappuccino_coffee                        0.963   0.948
   13.0   3 frappuccino_coffee                        0.933   0.904
   13.0   4 pepperidge_farm_milano_cookies_double_chocolate  0.419   0.359
   14.0   1 hunts_sauce                               0.527   0.442
   14.0   1 hunts_sauce                               0.462   0.356
   14.0   1 hunts_sauce                               0.413   0.344
   14.0   1 hunts_sauce                               0.391   0.345
   14.0   2 frappuccino_coffee                        0.963   0.948
   14.0   3 frappuccino_coffee                        0.939   0.914
   15.0   1 hunts_sauce                               0.553   0.415
   15.0   1 frappuccino_coffee                        0.450   0.415
   15.0   1 hunts_sauce                               0.379   0.304
   15.0   1 hunts_sauce                               0.364   0.293
   15.0   2 frappuccino_coffee                        0.966   0.950
   15.0   3 frappuccino_coffee                        0.958   0.919
   16.0   1 hunts_sauce                               0.448   0.340
   16.0   1 hunts_sauce                               0.424   0.343
   16.0   1 hunts_sauce                               0.396   0.355
   16.0   2 frappuccino_coffee                        0.966   0.950
   16.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.480   0.397
   17.0   1 hunts_sauce                               0.492   0.390
   17.0   1 hunts_sauce                               0.491   0.417
   17.0   1 hunts_sauce                               0.441   0.364
   17.0   2 frappuccino_coffee                        0.963   0.946
   18.0   1 hunts_sauce                               0.451   0.346
   18.0   1 hunts_sauce                               0.448   0.335
   18.0   2 frappuccino_coffee                        0.958   0.935
   18.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.363   0.217
   19.0   1 hunts_sauce                               0.408   0.341
   19.0   1 hunts_sauce                               0.350   0.314
   19.0   2 frappuccino_coffee                        0.949   0.928
   20.0   1 hunts_sauce                               0.458   0.364
   20.0   1 hunts_sauce                               0.416   0.361
   20.0   2 frappuccino_coffee                        0.957   0.930
   21.0   1 hunts_sauce                               0.429   0.378
   22.0   1 hunts_sauce                               0.666   0.584
   22.0   1 hunts_sauce                               0.480   0.418
   22.0   1 hunts_sauce                               0.403   0.355
   22.0   1 hunts_sauce                               0.369   0.331
   24.0   4 pepperidge_farm_milano_cookies_double_chocolate  0.522   0.478
   25.0   4 pepperidge_farm_milano_cookies_double_chocolate  0.544   0.427
   26.0   0 hunts_sauce                               0.492   0.368
   26.0   4 pepperidge_farm_milano_cookies_double_chocolate  0.751   0.679
   27.0   0 hunts_sauce                               0.644   0.504
   27.0   0 hunts_sauce                               0.454   0.405
   27.0   4 pepperidge_farm_milano_cookies_double_chocolate  0.692   0.506
   28.0   0 hunts_sauce                               0.632   0.513
   28.0   4 pepperidge_farm_milano_cookies_double_chocolate  0.730   0.645
   29.0   0 hunts_sauce                               0.881   0.817
   29.0   0 hunts_sauce                               0.731   0.693
   29.0   0 hunts_sauce                               0.431   0.410
   29.0   0 hunts_sauce                               0.423   0.382
   29.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.592   0.460
   30.0   0 hunts_sauce                               0.876   0.834
   30.0   0 hunts_sauce                               0.746   0.721
   30.0   0 hunts_sauce                               0.618   0.597
   30.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.419   0.326
   30.0   4 pepperidge_farm_milano_cookies_double_chocolate  0.451   0.328
   31.0   0 hunts_sauce                               0.945   0.919
   31.0   0 hunts_sauce                               0.906   0.890
   31.0   0 hunts_sauce                               0.714   0.686
   31.0   0 hunts_sauce                               0.579   0.496
   31.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.667   0.568
   31.0   4 pepperidge_farm_milano_cookies_double_chocolate  0.400   0.158
   32.0   0 hunts_sauce                               0.926   0.898
   32.0   0 hunts_sauce                               0.863   0.842
   32.0   0 hunts_sauce                               0.580   0.565
   32.0   0 hunts_sauce                               0.555   0.495
   32.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.420   0.342
   33.0   0 hunts_sauce                               0.946   0.918
   33.0   0 hunts_sauce                               0.883   0.867
   33.0   0 hunts_sauce                               0.829   0.814
   33.0   0 hunts_sauce                               0.736   0.679
   33.0   0 hunts_sauce                               0.679   0.594
   34.0   0 hunts_sauce                               0.945   0.916
   34.0   0 hunts_sauce                               0.910   0.892
   34.0   0 hunts_sauce                               0.660   0.585
   34.0   0 hunts_sauce                               0.653   0.600
   34.0   4 pepperidge_farm_milano_cookies_double_chocolate  0.362   0.143
   35.0   0 hunts_sauce                               0.941   0.914
   35.0   0 hunts_sauce                               0.912   0.895
   35.0   0 hunts_sauce                               0.840   0.824
   35.0   0 hunts_sauce                               0.639   0.589
   35.0   0 hunts_sauce                               0.602   0.520
   36.0   0 hunts_sauce                               0.950   0.921
   36.0   0 hunts_sauce                               0.934   0.918
   36.0   0 hunts_sauce                               0.858   0.826
   36.0   0 hunts_sauce                               0.709   0.638
   36.0   0 hunts_sauce                               0.635   0.575
   37.0   0 hunts_sauce                               0.948   0.915
   37.0   0 hunts_sauce                               0.936   0.919
   37.0   0 hunts_sauce                               0.854   0.820
   37.0   0 hunts_sauce                               0.703   0.626
   37.0   0 hunts_sauce                               0.652   0.578
   37.0   0 hunts_sauce                               0.365   0.324
   38.0   0 hunts_sauce                               0.944   0.914
   38.0   0 hunts_sauce                               0.916   0.900
   38.0   0 hunts_sauce                               0.808   0.757
   38.0   0 hunts_sauce                               0.709   0.670
   38.0   0 hunts_sauce                               0.509   0.454
   38.0   0 hunts_sauce                               0.499   0.425
   38.0   0 hunts_sauce                               0.396   0.297
   39.0   0 hunts_sauce                               0.949   0.920
   39.0   0 hunts_sauce                               0.921   0.908
   39.0   0 hunts_sauce                               0.813   0.788
   39.0   0 hunts_sauce                               0.636   0.568
   39.0   0 hunts_sauce                               0.535   0.469
   40.0   0 hunts_sauce                               0.935   0.893
   40.0   0 hunts_sauce                               0.879   0.862
   40.0   0 hunts_sauce                               0.789   0.756
   40.0   0 hunts_sauce                               0.630   0.549
   40.0   0 hunts_sauce                               0.559   0.512
   41.0   0 hunts_sauce                               0.931   0.900
   41.0   0 hunts_sauce                               0.860   0.842
   41.0   0 hunts_sauce                               0.627   0.605
   41.0   0 hunts_sauce                               0.573   0.517
   41.0   0 hunts_sauce                               0.547   0.483
   42.0   0 hunts_sauce                               0.890   0.850
   42.0   0 hunts_sauce                               0.731   0.707
   42.0   0 hunts_sauce                               0.661   0.631
   43.0   0 hunts_sauce                               0.899   0.851
   43.0   0 hunts_sauce                               0.726   0.702
   43.0   0 hunts_sauce                               0.548   0.506
   44.0   0 hunts_sauce                               0.828   0.747
   44.0   0 hunts_sauce                               0.716   0.684
   44.0   0 hunts_sauce                               0.451   0.428
   45.0   0 hunts_sauce                               0.834   0.750
   45.0   0 hunts_sauce                               0.690   0.642
   46.0   0 hunts_sauce                               0.875   0.801
   46.0   0 hunts_sauce                               0.737   0.706
   46.0   0 hunts_sauce                               0.437   0.419
   46.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.437   0.237
   46.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.388   0.325
   47.0   0 hunts_sauce                               0.795   0.717
   47.0   0 hunts_sauce                               0.666   0.631
   47.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.467   0.416
   47.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.435   0.321
   47.0   1 pepperidge_farm_milk_chocolate_macadamia_cookies  0.500   0.439
   47.0   1 pepperidge_farm_milk_chocolate_macadamia_cookies  0.356   0.307
   47.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.588   0.507
   48.0   0 hunts_sauce                               0.762   0.714
   48.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.689   0.666
   48.0   0 hunts_sauce                               0.641   0.614
   48.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.352   0.335
   48.0   1 pepperidge_farm_milk_chocolate_macadamia_cookies  0.434   0.397
   48.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.552   0.481
   49.0   0 hunts_sauce                               0.779   0.702
   49.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.745   0.712
   49.0   0 hunts_sauce                               0.615   0.581
   49.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.473   0.457
   49.0   1 pepperidge_farm_milk_chocolate_macadamia_cookies  0.539   0.486
   49.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.598   0.532
   49.0   3 hunts_sauce                               0.769   0.720
   49.0   3 hunts_sauce                               0.609   0.562
   49.0   3 hunts_sauce                               0.352   0.324
   49.0   4 hunts_sauce                               0.930   0.915
   50.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.949   0.919
   50.0   0 hunts_sauce                               0.589   0.519
   50.0   0 hunts_sauce                               0.472   0.424
   50.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.718   0.655
   50.0   3 hunts_sauce                               0.494   0.402
   50.0   3 hunts_sauce                               0.488   0.417
   50.0   3 hunts_sauce                               0.480   0.424
   50.0   3 hunts_sauce                               0.426   0.232
   50.0   3 hunts_sauce                               0.417   0.333
   50.0   3 hunts_sauce                               0.413   0.368
   50.0   3 hunts_sauce                               0.408   0.308
   50.0   3 hunts_sauce                               0.386   0.304
   50.0   3 hunts_sauce                               0.366   0.328
   51.0   0 hunts_sauce                               0.975   0.962
   51.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.950   0.910
   51.0   0 hunts_sauce                               0.367   0.273
   51.0   1 pepperidge_farm_milk_chocolate_macadamia_cookies  0.411   0.358
   51.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.667   0.610
   51.0   3 hunts_sauce                               0.835   0.762
   51.0   3 hunts_sauce                               0.672   0.564
   51.0   3 hunts_sauce                               0.641   0.608
   51.0   3 hunts_sauce                               0.479   0.402
   51.0   3 hunts_sauce                               0.453   0.326
   51.0   3 hunts_sauce                               0.369   0.273
   52.0   0 hunts_sauce                               0.974   0.961
   52.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.947   0.909
   52.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.702   0.639
   52.0   3 hunts_sauce                               0.812   0.738
   52.0   3 hunts_sauce                               0.691   0.528
   52.0   3 hunts_sauce                               0.615   0.567
   52.0   3 hunts_sauce                               0.435   0.399
   52.0   3 hunts_sauce                               0.432   0.379
   52.0   3 hunts_sauce                               0.408   0.322
   52.0   3 hunts_sauce                               0.359   0.327
   52.0   4 pepperidge_farm_milano_cookies_double_chocolate  0.407   0.352
   53.0   0 hunts_sauce                               0.978   0.967
   53.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.967   0.944
   53.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.942   0.921
   53.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.359   0.284
   53.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.654   0.595
   53.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.525   0.432
   53.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.501   0.408
   53.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.480   0.333
   53.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.384   0.254
   53.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.378   0.257
   53.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.378   0.227
   54.0   0 hunts_sauce                               0.978   0.966
   54.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.975   0.947
   54.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.964   0.936
   54.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.690   0.624
   54.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.449   0.301
   54.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.360   0.311
   54.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.355   0.310
   54.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.353   0.292
   55.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.979   0.957
   55.0   0 hunts_sauce                               0.978   0.966
   55.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.970   0.946
   55.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.546   0.434
   55.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.660   0.594
   55.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.494   0.411
   55.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.437   0.331
   55.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.401   0.351
   55.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.374   0.271
   55.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.368   0.219
   55.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.353   0.296
   56.0   0 hunts_sauce                               0.976   0.963
   56.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.971   0.947
   56.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.957   0.935
   56.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.866   0.838
   56.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.655   0.575
   56.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.580   0.524
   56.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.396   0.328
   56.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.742   0.673
   56.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.523   0.349
   56.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.426   0.298
   56.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.385   0.235
   56.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.355   0.282
   57.0   0 hunts_sauce                               0.977   0.964
   57.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.966   0.948
   57.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.942   0.914
   57.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.904   0.871
   57.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.646   0.599
   57.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.425   0.369
   57.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.698   0.645
   57.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.584   0.423
   57.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.545   0.410
   57.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.541   0.470
   57.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.473   0.414
   57.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.471   0.414
   57.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.386   0.319
   58.0   0 hunts_sauce                               0.976   0.964
   58.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.968   0.943
   58.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.955   0.931
   58.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.885   0.856
   58.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.479   0.380
   58.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.464   0.433
   58.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.446   0.374
   58.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.723   0.671
   58.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.670   0.587
   58.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.526   0.455
   58.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.500   0.409
   58.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.444   0.303
   58.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.425   0.362
   58.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.397   0.339
   58.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.377   0.288
   58.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.351   0.249
   59.0   0 hunts_sauce                               0.977   0.963
   59.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.969   0.953
   59.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.952   0.930
   59.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.865   0.837
   59.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.547   0.470
   59.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.506   0.465
   59.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.375   0.287
   59.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.802   0.745
   59.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.692   0.605
   59.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.507   0.396
   59.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.503   0.439
   59.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.491   0.414
   59.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.413   0.285
   59.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.353   0.029
   60.0   0 hunts_sauce                               0.979   0.966
   60.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.969   0.951
   60.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.957   0.933
   60.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.874   0.846
   60.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.604   0.528
   60.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.743   0.676
   60.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.656   0.597
   60.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.595   0.559
   60.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.487   0.430
   60.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.466   0.128
   60.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.465   0.395
   61.0   0 hunts_sauce                               0.977   0.964
   61.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.969   0.950
   61.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.953   0.929
   61.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.869   0.839
   61.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.706   0.678
   61.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.530   0.470
   61.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.442   0.409
   61.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.714   0.648
   61.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.676   0.614
   61.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.671   0.554
   61.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.617   0.543
   61.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.399   0.355
   61.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.396   0.355
   61.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.351   0.279
   62.0   0 hunts_sauce                               0.978   0.965
   62.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.969   0.948
   62.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.959   0.939
   62.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.814   0.784
   62.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.630   0.504
   62.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.507   0.459
   62.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.373   0.307
   62.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.818   0.758
   62.0   3 dove_white                                0.744   0.721
   62.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.726   0.659
   62.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.603   0.564
   62.0   3 dove_white                                0.455   0.403
   62.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.403   0.286
   62.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.392   0.345
   62.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.376   0.317
   62.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.362   0.112
   62.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.354   0.231
   63.0   0 hunts_sauce                               0.979   0.964
   63.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.970   0.953
   63.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.967   0.945
   63.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.843   0.822
   63.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.411   0.343
   63.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.774   0.716
   63.0   3 dove_white                                0.963   0.937
   63.0   3 dove_white                                0.860   0.839
   63.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.771   0.708
   63.0   3 dove_white                                0.504   0.476
   63.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.463   0.334
   63.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.427   0.276
   63.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.404   0.351
   64.0   0 hunts_sauce                               0.977   0.964
   64.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.970   0.950
   64.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.963   0.941
   64.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.803   0.771
   64.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.437   0.357
   64.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.372   0.331
   64.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.361   0.324
   64.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.730   0.677
   64.0   3 dove_white                                0.967   0.926
   64.0   3 dove_white                                0.849   0.826
   64.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.820   0.767
   64.0   3 dove_white                                0.639   0.604
   64.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.430   0.249
   64.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.365   0.277
   64.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.354   0.250
   65.0   0 hunts_sauce                               0.980   0.967
   65.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.978   0.954
   65.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.973   0.955
   65.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.812   0.792
   65.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.463   0.405
   65.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.716   0.643
   65.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.413   0.249
   65.0   3 dove_white                                0.967   0.937
   65.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.962   0.900
   65.0   3 dove_white                                0.901   0.882
   65.0   3 pepperidge_farm_milk_chocolate_macadamia_cookies  0.368   0.018
   65.0   4 pepperidge_farm_milano_cookies_double_chocolate  0.686   0.438
   66.0   0 hunts_sauce                               0.980   0.968
   66.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.978   0.948
   66.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.971   0.956
   66.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.835   0.808
   66.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.362   0.233
   66.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.726   0.671
   66.0   3 dove_white                                0.967   0.935
   66.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.954   0.910
   66.0   3 dove_white                                0.931   0.909
   66.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.457   0.227
   66.0   3 dove_white                                0.362   0.340
   66.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.356   0.257
   66.0   4 pepperidge_farm_milano_cookies_double_chocolate  0.754   0.605
   67.0   0 hunts_sauce                               0.980   0.965
   67.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.979   0.955
   67.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.972   0.952
   67.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.826   0.802
   67.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.593   0.442
   67.0   2 pepperidge_farm_milk_chocolate_macadamia_cookies  0.720   0.664
   67.0   3 dove_white                                0.968   0.929
   67.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.958   0.907
   67.0   3 dove_white                                0.926   0.901
   67.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.398   0.351
   67.0   3 pepperidge_farm_milano_cookies_double_chocolate  0.385   0.050
   67.0   4 pepperidge_farm_milano_cookies_double_chocolate  0.588   0.354
   68.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.982   0.950
   68.0   0 hunts_sauce                               0.979   0.965
   68.0   0 pepperidge_farm_milk_chocolate_macadamia_cookies  0.977   0.961
   68.0   0 pepperidge_farm_milano_cookies_double_chocolate  0.801   0.771
