   time cam class                                      conf  margin
  149.0   2 chewy_dips_peanut_butter                  0.957   0.943
  149.0   3 chewy_dips_peanut_butter                  0.911   0.894
  149.0   3 chewy_dips_peanut_butter                  0.523   0.484
  149.0   3 chewy_dips_peanut_butter                  0.375   0.187
  149.0   4 chewy_dips_peanut_butter                  0.966   0.935
  149.0   4 chewy_dips_peanut_butter                  0.355   0.159
  150.0   0 chewy_dips_peanut_butter                  0.577   0.544
  150.0   0 chewy_dips_peanut_butter                  0.512   0.203
  150.0   0 chewy_dips_peanut_butter                  0.420   0.284
  150.0   1 chewy_dips_peanut_butter                  0.776   0.709
  150.0   1 chewy_dips_peanut_butter                  0.532   0.469
  150.0   1 chewy_dips_peanut_butter                  0.449   0.404
  150.0   1 chewy_dips_peanut_butter                  0.413   0.226
  150.0   1 chewy_dips_peanut_butter                  0.377   0.008
  150.0   1 chewy_dips_peanut_butter                  0.357   0.272
  150.0   2 chewy_dips_peanut_butter                  0.976   0.963
  150.0   3 chewy_dips_peanut_butter                  0.926   0.906
  150.0   4 chewy_dips_peanut_butter                  0.963   0.930
  151.0   0 chewy_dips_peanut_butter                  0.634   0.557
  151.0   0 chewy_dips_peanut_butter                  0.582   0.549
  151.0   0 chewy_dips_peanut_butter                  0.475   0.348
  151.0   0 chewy_dips_peanut_butter                  0.386   0.014
  151.0   1 chewy_dips_peanut_butter                  0.653   0.579
  151.0   1 chewy_dips_peanut_butter                  0.570   0.528
  151.0   1 chewy_dips_peanut_butter                  0.454   0.283
  151.0   1 chewy_dips_peanut_butter                  0.409   0.242
  151.0   1 chewy_dips_peanut_butter                  0.372   0.127
  151.0   2 chewy_dips_peanut_butter                  0.971   0.957
  151.0   3 chewy_dips_peanut_butter                  0.937   0.917
  151.0   4 chewy_dips_peanut_butter                  0.966   0.934
  151.0   4 chewy_dips_peanut_butter                  0.415   0.276
  152.0   0 chewy_dips_peanut_butter                  0.627   0.589
  152.0   0 chewy_dips_peanut_butter                  0.546   0.398
  152.0   0 chewy_dips_peanut_butter                  0.532   0.274
  152.0   0 chewy_dips_peanut_butter                  0.399   0.150
  152.0   1 chewy_dips_peanut_butter                  0.610   0.557
  152.0   1 chewy_dips_peanut_butter                  0.528   0.382
  152.0   1 chewy_dips_peanut_butter                  0.424   0.369
  152.0   1 chewy_dips_peanut_butter                  0.419   0.240
  152.0   1 chewy_dips_peanut_butter                  0.418   0.373
  152.0   1 chewy_dips_peanut_butter                  0.385   0.223
  152.0   1 chewy_dips_peanut_butter                  0.365   0.271
  152.0   2 chewy_dips_peanut_butter                  0.979   0.965
  152.0   3 chewy_dips_peanut_butter                  0.950   0.933
  152.0   4 chewy_dips_peanut_butter                  0.962   0.924
  153.0   0 chewy_dips_peanut_butter                  0.649   0.613
  153.0   0 chewy_dips_peanut_butter                  0.521   0.319
  153.0   0 chewy_dips_peanut_butter                  0.398   0.177
  153.0   1 chewy_dips_peanut_butter                  0.640   0.572
  153.0   1 chewy_dips_peanut_butter                  0.526   0.337
  153.0   1 chewy_dips_peanut_butter                  0.457   0.386
  153.0   1 chewy_dips_peanut_butter                  0.365   0.298
  153.0   2 chewy_dips_peanut_butter                  0.978   0.964
  153.0   2 chewy_dips_peanut_butter                  0.480   0.387
  153.0   2 chewy_dips_peanut_butter                  0.357   0.299
  153.0   3 chewy_dips_peanut_butter                  0.954   0.933
  153.0   3 chewy_dips_peanut_butter                  0.616   0.370
  153.0   3 chewy_dips_peanut_butter                  0.448   0.281
  153.0   4 chewy_dips_peanut_butter                  0.971   0.933
  154.0   0 chewy_dips_peanut_butter                  0.593   0.456
  154.0   0 chewy_dips_peanut_butter                  0.591   0.554
  154.0   0 chewy_dips_peanut_butter                  0.450   0.269
  154.0   1 chewy_dips_peanut_butter                  0.549   0.359
  154.0   1 chewy_dips_peanut_butter                  0.507   0.334
  154.0   1 chewy_dips_peanut_butter                  0.502   0.440
  154.0   1 chewy_dips_peanut_butter                  0.492   0.400
  154.0   1 chewy_dips_peanut_butter                  0.473   0.429
  154.0   1 chewy_dips_peanut_butter                  0.407   0.323
  154.0   1 chewy_dips_peanut_butter                  0.384   0.166
  154.0   1 chewy_dips_peanut_butter                  0.374   0.274
  154.0   2 chewy_dips_peanut_butter                  0.975   0.960
  154.0   2 chewy_dips_peanut_butter                  0.590   0.446
  154.0   3 chewy_dips_peanut_butter                  0.935   0.901
  154.0   3 chewy_dips_peanut_butter                  0.720   0.477
  154.0   3 chewy_dips_peanut_butter                  0.509   0.341
  154.0   4 chewy_dips_peanut_butter                  0.974   0.937
  155.0   0 chewy_dips_peanut_butter                  0.723   0.691
  155.0   0 chewy_dips_peanut_butter                  0.391   0.283
  155.0   1 chewy_dips_peanut_butter                  0.484   0.054
  155.0   1 chewy_dips_peanut_butter                  0.477   0.393
  155.0   1 chewy_dips_peanut_butter                  0.455   0.303
  155.0   1 chewy_dips_peanut_butter                  0.440   0.317
  155.0   2 chewy_dips_peanut_butter                  0.977   0.961
  155.0   2 chewy_dips_peanut_butter                  0.585   0.462
  155.0   3 chewy_dips_peanut_butter                  0.941   0.904
  155.0   3 chewy_dips_peanut_butter                  0.693   0.465
  155.0   4 chewy_dips_peanut_butter                  0.965   0.937
  156.0   0 chewy_dips_peanut_butter                  0.693   0.662
  156.0   0 chewy_dips_peanut_butter                  0.610   0.339
  156.0   1 chewy_dips_peanut_butter                  0.548   0.195
  156.0   1 chewy_dips_peanut_butter                  0.470   0.331
  156.0   1 chewy_dips_peanut_butter                  0.390   0.307
  156.0   2 chewy_dips_peanut_butter                  0.978   0.963
  156.0   2 chewy_dips_peanut_butter                  0.644   0.520
  156.0   3 chewy_dips_peanut_butter                  0.960   0.940
  156.0   3 chewy_dips_peanut_butter                  0.761   0.577
  156.0   4 chewy_dips_peanut_butter                  0.974   0.944
  157.0   0 chewy_dips_peanut_butter                  0.735   0.705
  157.0   0 chewy_dips_peanut_butter                  0.497   0.261
  157.0   0 chewy_dips_peanut_butter                  0.430   0.125
  157.0   1 chewy_dips_peanut_butter                  0.592   0.197
  157.0   1 chewy_dips_peanut_butter                  0.486   0.385
  157.0   1 chewy_dips_peanut_butter                  0.483   0.373
  157.0   1 chewy_dips_peanut_butter                  0.440   0.287
  157.0   1 chewy_dips_peanut_butter                  0.401   0.282
  157.0   1 chewy_dips_peanut_butter                  0.370   0.105
  157.0   2 chewy_dips_peanut_butter                  0.979   0.965
  157.0   2 chewy_dips_peanut_butter                  0.509   0.400
  157.0   3 chewy_dips_peanut_butter                  0.947   0.922
  157.0   3 chewy_dips_peanut_butter                  0.564   0.113
  157.0   4 chewy_dips_peanut_butter                  0.966   0.942
  158.0   0 chewy_dips_peanut_butter                  0.723   0.688
  158.0   0 chewy_dips_peanut_butter                  0.576   0.389
  158.0   0 chewy_dips_peanut_butter                  0.415   0.117
  158.0   0 chewy_dips_peanut_butter                  0.356   0.063
  158.0   0 chewy_dips_peanut_butter                  0.354   0.272
  158.0   1 chewy_dips_peanut_butter                  0.490   0.335
  158.0   1 chewy_dips_peanut_butter                  0.460   0.308
  158.0   1 chewy_dips_peanut_butter                  0.452   0.064
  158.0   1 chewy_dips_peanut_butter                  0.404   0.324
  158.0   1 chewy_dips_peanut_butter                  0.386   0.197
  158.0   2 chewy_dips_peanut_butter                  0.977   0.963
  158.0   2 chewy_dips_peanut_butter                  0.357   0.292
  158.0   3 chewy_dips_peanut_butter                  0.951   0.926
  158.0   3 chewy_dips_peanut_butter                  0.452   0.078
  158.0   4 chewy_dips_peanut_butter                  0.968   0.944
  159.0   0 chewy_dips_peanut_butter                  0.657   0.618
  159.0   0 chewy_dips_peanut_butter                  0.576   0.300
  159.0   0 chewy_dips_peanut_butter                  0.497   0.179
  159.0   1 chewy_dips_peanut_butter                  0.754   0.626
  159.0   1 chewy_dips_peanut_butter                  0.428   0.378
  159.0   1 chewy_dips_peanut_butter                  0.350   0.235
  159.0   2 chewy_dips_peanut_butter                  0.977   0.964
  159.0   2 chewy_dips_peanut_butter                  0.485   0.385
  159.0   3 chewy_dips_peanut_butter                  0.958   0.933
  159.0   3 chewy_dips_peanut_butter                  0.478   0.224
  159.0   4 chewy_dips_peanut_butter                  0.966   0.939
  160.0   0 chewy_dips_peanut_butter                  0.618   0.578
  160.0   0 chewy_dips_peanut_butter                  0.542   0.265
  160.0   0 chewy_dips_peanut_butter                  0.487   0.149
  160.0   0 chewy_dips_peanut_butter                  0.367   0.304
  160.0   1 chewy_dips_peanut_butter                  0.713   0.591
  160.0   1 chewy_dips_peanut_butter                  0.510   0.374
  160.0   1 chewy_dips_peanut_butter                  0.473   0.393
  160.0   1 chewy_dips_peanut_butter                  0.385   0.226
  160.0   2 chewy_dips_peanut_butter                  0.975   0.962
  160.0   2 chewy_dips_peanut_butter                  0.450   0.361
  160.0   2 chewy_dips_peanut_butter                  0.401   0.320
  160.0   2 chewy_dips_peanut_butter                  0.364   0.266
  160.0   3 chewy_dips_peanut_butter                  0.958   0.933
  160.0   3 chewy_dips_peanut_butter                  0.357   0.014
  160.0   4 chewy_dips_peanut_butter                  0.970   0.948
  161.0   0 chewy_dips_peanut_butter                  0.362   0.088
  161.0   1 chewy_dips_peanut_butter                  0.486   0.280
  161.0   1 chewy_dips_peanut_butter                  0.427   0.202
  161.0   2 chewy_dips_peanut_butter                  0.913   0.876
  161.0   2 chewy_dips_peanut_butter                  0.404   0.184
  161.0   3 chewy_dips_peanut_butter                  0.904   0.832
  161.0   3 chewy_dips_peanut_butter                  0.675   0.463
  161.0   3 chewy_dips_peanut_butter                  0.463   0.310
  162.0   1 chewy_dips_peanut_butter                  0.468   0.240
  162.0   2 chewy_dips_peanut_butter                  0.705   0.577
  162.0   3 chewy_dips_peanut_butter                  0.718   0.385
  162.0   4 chewy_dips_peanut_butter                  0.364   0.315
  163.0   1 chewy_dips_peanut_butter                  0.376   0.205
  163.0   2 chewy_dips_peanut_butter                  0.574   0.485
  163.0   3 chewy_dips_peanut_butter                  0.679   0.462
  163.0   3 chewy_dips_peanut_butter                  0.417   0.249
  163.0   4 chewy_dips_peanut_butter                  0.355   0.305
  164.0   1 chewy_dips_peanut_butter                  0.439   0.238
  164.0   2 chewy_dips_peanut_butter                  0.667   0.551
  164.0   3 chewy_dips_peanut_butter                  0.767   0.528
  164.0   3 chewy_dips_peanut_butter                  0.446   0.214
  164.0   4 chewy_dips_peanut_butter                  0.353   0.301
  165.0   1 chewy_dips_peanut_butter                  0.408   0.229
  165.0   2 chewy_dips_peanut_butter                  0.618   0.486
  165.0   2 chewy_dips_peanut_butter                  0.351   0.297
  165.0   3 chewy_dips_peanut_butter                  0.622   0.335
  165.0   3 chewy_dips_peanut_butter                  0.470   0.285
  165.0   3 chewy_dips_peanut_butter                  0.388   0.292
